albedo
0.205161
0.128113
0.158156
0.170074
0.206579
0.14264
0.238026
0.139067
0.137204
0.223208
0.23192
0.315255
0.193206
0.184633
0.186686
0.170069
0.182235
0.137879
0.195165
0.176102
0.158669
0.116039
0.201555
0.196873
0.154689
0.148587
0.12098
0.132794
0.14874
0.135667
0.13372
0.11963
0.0994526
0.124648
0.0862709
0.106164
0.134897
0.110373
0.129476
0.0944264
0.252049
0.125471
0.148027
0.0814354
0.143407
0.160014
0.117175
0.107013
0.289122
0.229909
0.104587
0.124765
0.0976952
0.126736
0.140537
0.102567
0.111547
0.309864
0.272919
0.184706
0.136424
0.0884132
0.105541
0.124493
0.0968823
0.0915707
0.105123
0.319682
0.316711
0.320757
0.099842
0.113373
0.196301
0.128319
0.123243
0.109708
0.0926442
0.10387
0.306278
0.319997
0.313545
0.144565
0.099617
0.198006
0.199631
0.165443
0.127376
0.10746
0.102776
0.112507
0.253228
0.233509
0.236639
0.108606
0.222782
0.239428
0.206183
0.126975
0.145052
0.148413
0.124961
0.105208
0.103125
0.145877
0.157743
0.108491
0.172028
0.226721
0.238056
0.22353
0.209812
0.189606
0.171254
0.152357
0.112038
0.104594
0.101972
0.232163
0.251613
0.214786
0.224914
0.231333
0.231357
0.223324
0.215765
0.208316
0.197916
0.205326
0.13372
0.118454
0.119318
0.121483
0.236633
0.226624
0.228837
0.228398
0.222488
0.225807
0.222744
0.219204
0.157319
0.198388
0.21735
0.208858
0.115123
0.113027
0.120203
0.125744
0.22477
0.221318
0.215102
0.221753
0.219331
0.219718
0.201561
0.212204
0.157206
0.143872
0.218787
0.223563
0.137211
0.124325
0.133924
0.128704
0.193317
0.199512
0.20749
0.200089
0.183155
0.172624
0.165721
0.156195
0.152766
0.156119
0.156965
0.197654
0.228048
0.204664
0.144105
0.147743
0.148418
0.200669
0.240433
0.127513
0.152009
0.140755
0.152248
0.150036
0.152578
0.153723
0.169433
0.168813
0.176069
0.210867
0.226442
0.219309
0.199834
0.165045
0.198127
0.226044
0.219889
0.217551
0.205711
0.201372
0.197585
0.19491
0.148437
0.208953
0.171724
0.183721
0.198803
0.234094
0.113118
0.163385
0.146353
0.215732
0.246752
0.0968428
0.18877
0.192116
0.209011
0.251156
0.263242
0.0922914
0.147656
0.20148
0.183221
0.23218
0.268108
0.262174
0.0908939
0.108533
0.177086
0.1895
0.198507
0.247961
0.271443
0.259658
0.0890275
0.0999708
0.144073
0.164895
0.191959
0.213809
0.216577
0.238846
0.257685
0.0901711
0.0899666
0.104334
0.142554
0.203633
0.204963
0.228068
0.204661
0.240989
0.243528
0.0930891
0.0930292
0.103044
0.117019
0.136154
0.173558
0.220829
0.140737
0.221203
0.162132
0.225679
0.100115
0.0841793
0.0874619
0.109773
0.164069
0.160094
0.162229
0.132784
0.204277
0.177523
0.14971
0.233832
0.129753
0.0952906
0.100505
0.110896
0.128899
0.13797
0.156585
0.161906
0.157809
0.177395
0.180068
0.211617
0.216251
0.101664
0.107327
0.111853
0.122406
0.122177
0.139361
0.126256
0.148979
0.142151
0.142994
0.182489
0.229086
0.234465
0.23245
0.116257
0.116061
0.122836
0.119406
0.131044
0.128546
0.129468
0.136484
0.167818
0.201968
0.166987
0.14804
0.176379
0.231796
0.241947
0.12347
0.149095
0.124724
0.125929
0.137941
0.130577
0.130485
0.133953
0.146236
0.190329
0.212462
0.216373
0.177409
0.215071
0.23841
0.240262
0.187797
0.126618
0.127637
0.137527
0.149349
0.141799
0.133194
0.132839
0.128009
0.163193
0.194625
0.213253
0.215066
0.220619
0.238883
0.239179
0.23585
0.235834
0.232398
0.175834
0.146605
0.15231
0.142866
0.128971
0.134411
0.143047
0.151107
0.179452
0.20404
0.222406
0.226896
0.227095
0.240835
0.247427
0.233445
0.214096
0.210575
0.230751
0.233571
0.124817
0.125015
0.138182
0.152516
0.144811
0.172939
0.199472
0.222398
0.227372
0.227272
0.227054
0.232895
0.235837
0.255863
0.240493
0.222486
0.220967
0.188208
0.245458
0.227573
0.170614
0.237863
0.238909
0.195504
0.130049
0.23445
0.233956
0.234195
0.205903
0.168041
0.225231
0.2348
0.244518
0.215983
0.17386
0.140021
0.224503
0.233406
0.23507
0.224464
0.146044
0.14309
0.106511
0.228051
0.227759
0.212151
0.212996
0.194536
0.155942
0.136148
0.152639
0.222124
0.225655
0.226499
0.207492
0.127921
0.138177
0.148917
0.122982
0.117458
0.207814
0.236851
0.243962
0.222672
0.188982
0.187969
0.15458
0.118113
0.110997
0.110705
0.195123
0.23576
0.225984
0.223752
0.221941
0.183961
0.14933
0.12523
0.121279
0.109904
0.111487
0.172414
0.224083
0.241023
0.233028
0.222137
0.206874
0.150329
0.115835
0.116334
0.11258
0.105504
0.116675
0.156478
0.159764
0.216723
0.240331
0.231864
0.214454
0.134839
0.126035
0.131624
0.121965
0.105764
0.113102
0.125866
0.154823
0.161383
0.239486
0.238827
0.184241
0.126871
0.174792
0.158486
0.117473
0.110652
0.11311
0.112485
0.118562
0.122765
0.190743
0.237946
0.232811
0.229441
0.205186
0.131704
0.128459
0.176603
0.178805
0.142578
0.125588
0.1198
0.118392
0.126509
0.134163
0.212873
0.227658
0.21776
0.254174
0.164244
0.179261
0.190746
0.214913
0.216316
0.213028
0.193212
0.148646
0.136053
0.122551
0.133527
0.135675
0.207349
0.239207
0.227547
0.210654
0.244875
0.232476
0.218611
0.179473
0.166626
0.16418
0.159841
0.14262
0.16272
0.164742
0.134308
0.135636
0.155549
0.214229
0.231427
0.25382
0.241544
0.228322
0.255443
0.230021
0.236334
0.22473
0.200738
0.125529
0.1161
0.130458
0.162163
0.162105
0.149103
0.149953
0.143264
0.209375
0.224113
0.24248
0.247335
0.241974
