"id","latitude","longitude","wsp"
1549,-47.6838,69.018,-0.0327281
1550,-50.7434,70.8469,-0.0756687
1551,-53.7714,72.9064,-0.124316
1552,-56.7603,75.2569,-0.178513
1553,-4.9393,56.6735,0.1558
1554,-8.01859,57.6337,0.150781
1555,-11.1004,58.6025,0.146843
1556,-14.1835,59.5863,0.143408
1557,-17.2666,60.5917,0.139867
1558,-20.3483,61.6258,0.13559
1559,-23.4269,62.6966,0.129941
1560,-26.5007,63.8129,0.12229
1561,-29.5679,64.9847,0.112025
1562,-32.6261,66.2239,0.0985687
1563,-35.673,67.5442,0.0813893
1564,-38.7057,68.9623,0.0600178
1565,-41.7207,70.498,0.034063
1566,-44.714,72.1762,0.00322487
1567,-47.6808,74.0274,-0.0326889
1568,-50.6148,76.0902,-0.0737396
1569,-53.5083,78.4136,-0.119841
1570,-56.3512,81.0607,-0.170728
1571,-3.01636,59.2636,0.159727
1572,-6.03184,60.25,0.15386
1573,-9.04552,61.2476,0.149376
1574,-12.0565,62.262,0.145752
1575,-15.0636,63.2994,0.142435
1576,-18.066,64.3665,0.138854
1577,-21.0623,65.4708,0.134426
1578,-24.0511,66.6204,0.128571
1579,-27.031,67.8248,0.120721
1580,-30,69.0948,0.110333
1581,-32.9561,70.4431,0.0968998
1582,-35.8967,71.8844,0.0799647
1583,-38.8188,73.4367,0.0591317
1584,-41.7186,75.1214,0.0340828
1585,-44.5914,76.9647,0.00459211
1586,-47.4316,78.9987,-0.0294596
1587,-50.2316,81.2631,-0.0680568
1588,-52.9822,83.8075,-0.111036
1589,-55.6712,86.694,-0.158046
1590,-34.2637,2.25522,0.0898386
1591,-36.7661,4.65005,0.074204
1592,-36.9116,0,0.0732045
1593,-39.2173,7.2048,0.0559569
1594,-39.5208,2.41033,0.0534829
1595,-39.5208,-2.41033,0.0534829
1596,-41.6086,9.94209,0.0351172
1597,-42.083,5.00171,0.0306071
1598,-42.242,0,0.0290668
1599,-42.083,-5.00171,0.0306071
1600,-43.9301,12.887,0.0118109
1601,-44.5882,7.80367,0.00462767
1602,-44.9206,2.61344,0.000900272
1603,-44.9206,-2.61344,0.000900272
1604,-44.5882,-7.80367,0.00462767
1605,-46.1699,16.0667,-0.0137135
1606,-47.0248,10.8496,-0.0242729
1607,-47.5457,5.46794,-0.0309333
1608,-47.7207,0,-0.0332097
1609,-47.5457,-5.46794,-0.0309333
1610,-47.0248,-10.8496,-0.0242729
1611,-48.3142,19.5104,-0.0410763
1612,-49.3785,14.177,-0.0557548
1613,-50.1037,8.60773,-0.0661817
1614,-50.4713,2.88672,-0.0716
1615,-50.4713,-2.88672,-0.0716
1616,-50.1037,-8.60773,-0.0661817
1617,-49.3785,-14.177,-0.0557548
1618,-50.3468,23.2479,-0.0697549
1619,-51.6327,17.8268,-0.0893118
1620,-52.5784,12.084,-0.104406
1621,-53.1576,6.1048,-0.11395
1622,-53.3527,0,-0.117217
1623,-53.1576,-6.1048,-0.11395
1624,-52.5784,-12.084,-0.104406
1625,-51.6327,-17.8268,-0.0893118
1626,-52.2491,27.3085,-0.099081
1627,-53.7671,21.8426,-0.124242
1628,-54.9495,15.9549,-0.144938
1629,-55.7609,9.72411,-0.1597
1630,-56.1741,3.26766,-0.167394
1631,-56.1741,-3.26766,-0.167394
1632,-55.7609,-9.72411,-0.1597
1633,-54.9495,-15.9549,-0.144938
1634,-53.7671,-21.8426,-0.124242
1635,-54,31.7175,-0.128242
1636,-55.7582,26.2679,-0.15965
1637,-57.1925,20.2846,-0.186865
1638,-58.2576,13.8276,-0.208006
1639,-58.9147,7.01131,-0.221446
1640,-59.1369,0,-0.226059
1641,-58.9147,-7.01131,-0.221446
1642,-58.2576,-13.8276,-0.208006
1643,-57.1925,-20.2846,-0.186865
1644,-55.7582,-26.2679,-0.15965
1645,-55.5759,36.4932,-0.156294
1646,-57.5785,31.142,-0.194435
1647,-59.2772,25.1395,-0.22899
1648,-60.6175,18.511,-0.257684
1649,-61.5472,11.3499,-0.278328
1650,-62.0239,3.82633,-0.289148
1651,-62.0239,-3.82633,-0.289148
1652,-61.5472,-11.3499,-0.278328
1653,-60.6175,-18.511,-0.257684
1654,-59.2772,-25.1395,-0.22899
1655,-57.5785,-31.142,-0.194435
1656,-56.9512,41.6415,-0.182186
1657,-59.1968,36.4928,-0.227309
1658,-61.168,30.5816,-0.269835
1659,-62.8028,23.8788,-0.307168
1660,-64.0353,16.4291,-0.336545
1661,-64.8046,8.38237,-0.355415
1662,-65.0664,0,-0.361929
1663,-64.8046,-8.38237,-0.355415
1664,-64.0353,-16.4291,-0.336545
1665,-62.8028,-23.8788,-0.307168
1666,-61.168,-30.5816,-0.269835
1667,-59.1968,-36.4928,-0.227309
1668,-58.0998,47.1501,-0.204824
1669,-60.5794,42.3281,-0.256851
1670,-62.8235,36.6562,-0.307653
1671,-64.7664,30.0326,-0.354468
1672,-66.331,22.4178,-0.394056
1673,-67.4358,13.8935,-0.42301
1674,-68.0095,4.71184,-0.438369
1675,-68.0095,-4.71184,-0.438369
1676,-67.4358,-13.8935,-0.42301
1677,-66.331,-22.4178,-0.394056
1678,-64.7664,-30.0326,-0.354468
1679,-62.8235,-36.6562,-0.307653
1680,-60.5794,-42.3281,-0.256851
1681,-58.9961,52.9834,-0.223132
1682,-61.6914,48.6244,-0.281584
1683,-64.198,43.3733,-0.340502
1684,-66.4522,37.0486,-0.397192
1685,-68.3714,29.4914,-0.44817
1686,-69.8565,20.6441,-0.489293
1687,-70.8038,10.6631,-0.516272
1688,-71.1303,0,-0.525703
1689,-70.8038,-10.6631,-0.516272
1690,-69.8565,-20.6441,-0.489293
1691,-68.3714,-29.4914,-0.44817
1692,-66.4522,-37.0486,-0.397192
1693,-64.198,-43.3733,-0.340502
1694,-61.6914,-48.6244,-0.281584
1695,-59.6175,59.0791,-0.236156
1696,-62.5003,55.3173,-0.300119
1697,-65.2449,50.6869,-0.366397
1698,-67.7967,44.9397,-0.432646
1699,-70.0776,37.7856,-0.495538
1700,-71.9804,28.9547,-0.550576
1701,-73.3715,18.3537,-0.592244
1702,-74.1133,6.30847,-0.614944
1703,-74.1133,-6.30847,-0.614944
1704,-73.3715,-18.3537,-0.592244
1705,-71.9804,-28.9547,-0.550576
1706,-70.0776,-37.7856,-0.495538
1707,-67.7967,-44.9397,-0.432646
1708,-65.2449,-50.6869,-0.366397
1709,-62.5003,-55.3173,-0.300119
1710,-59.9469,65.3495,-0.24317
1711,-62.9792,62.298,-0.311308
1712,-65.9225,58.4767,-0.383559
1713,-68.7366,53.6101,-0.458149
1714,-71.3587,47.3132,-0.532341
1715,-73.6919,39.0876,-0.602008
1716,-75.5909,28.4192,-0.661128
1717,-76.8628,15.1329,-0.701884
1718,-77.3153,0,-0.7166
1719,-76.8628,-15.1329,-0.701884
1720,-75.5909,-28.4192,-0.661128
1721,-73.6919,-39.0876,-0.602008
1722,-71.3587,-47.3132,-0.532341
1723,-68.7366,-53.6101,-0.458149
1724,-65.9225,-58.4767,-0.383559
1725,-62.9792,-62.298,-0.311308
1726,-59.9746,71.6877,-0.243763
1727,-63.1113,69.4193,-0.314422
1728,-66.2009,66.5475,-0.3907
1729,-69.219,62.8236,-0.471464
1730,-72.1259,57.8577,-0.554878
1731,-74.8532,51.0346,-0.637911
1732,-77.2808,41.4234,-0.715474
1733,-79.2004,27.8818,-0.779084
1734,-80.3024,9.99833,-0.816455
1735,-80.3024,-9.99833,-0.816455
1736,-79.2004,-27.8818,-0.779084
1737,-77.2808,-41.4234,-0.715474
1738,-74.8532,-51.0346,-0.637911
1739,-72.1259,-57.8577,-0.554878
1740,-69.219,-62.8236,-0.471464
1741,-66.2009,-66.5475,-0.3907
1742,-63.1113,-69.4193,-0.314422
1743,-59.6997,77.9788,-0.237899
1744,-62.8928,76.5141,-0.309278
1745,-66.0681,74.6527,-0.387287
1746,-69.2152,72.2202,-0.471358
1747,-72.3161,68.9245,-0.560522
1748,-75.338,64.249,-0.653133
1749,-78.2165,57.2238,-0.746238
1750,-80.8117,45.9727,-0.833927
1751,-82.8064,27.3392,-0.903522
1752,-83.6085,0,-0.932003
1753,-82.8064,-27.3392,-0.903522
1754,-80.8117,-45.9727,-0.833927
1755,-78.2165,-57.2238,-0.746238
1756,-75.338,-64.249,-0.653133
1757,-72.3161,-68.9245,-0.560522
1758,-69.2152,-72.2202,-0.471358
1759,-66.0681,-74.6527,-0.387287
1760,-62.8928,-76.5141,-0.309278
1761,-59.1303,84.1135,-0.225921
1762,-62.3332,83.4193,-0.296253
1763,-65.5337,82.5401,-0.373673
1764,-68.7295,81.3944,-0.457954
1765,-71.9163,79.8431,-0.548684
1766,-75.0866,77.6306,-0.645223
1767,-78.2247,74.2334,-0.74651
1768,-81.2936,68.4113,-0.850574
1769,-84.1795,56.5758,-0.952441
1770,-86.4069,26.788,-1.03338
1771,-86.4069,-26.788,-1.03338
1772,-84.1795,-56.5758,-0.952441
1773,-81.2936,-68.4113,-0.850574
1774,-78.2247,-74.2334,-0.74651
1775,-75.0866,-77.6306,-0.645223
1776,-71.9163,-79.8431,-0.548684
1777,-68.7295,-81.3944,-0.457954
1778,-65.5337,-82.5401,-0.373673
1779,-62.3332,-83.4193,-0.296253
1780,-61.4543,90,-0.276238
1781,-64.626,90,-0.350997
1782,-67.7978,90,-0.432676
1783,-70.9695,90,-0.52105
1784,-74.1413,90,-0.615807
1785,-77.313,90,-0.716525
1786,-80.4848,90,-0.822698
1787,-83.6565,90,-0.933716
1788,-86.8283,90,-1.0489
1789,-90,180,-1.16746
1790,-86.8283,-90,-1.0489
1791,-83.6565,-90,-0.933716
1792,-80.4848,-90,-0.822698
1793,-77.313,-90,-0.716525
1794,-74.1413,-90,-0.615807
1795,-70.9695,-90,-0.52105
1796,-67.7978,-90,-0.432676
1797,-64.626,-90,-0.350997
1798,-61.4543,-90,-0.276238
1799,-59.1303,-95.8865,-0.225921
1800,-62.3332,-96.5807,-0.296253
1801,-59.6997,-102.021,-0.237899
1802,-65.5337,-97.4599,-0.373673
1803,-62.8928,-103.486,-0.309278
1804,-59.9746,-108.312,-0.243763
1805,-68.7295,-98.6056,-0.457954
1806,-66.0681,-105.347,-0.387287
1807,-63.1113,-110.581,-0.314422
1808,-59.9469,-114.65,-0.24317
1809,-71.9163,-100.157,-0.548684
1810,-69.2152,-107.78,-0.471358
1811,-66.2009,-113.452,-0.3907
1812,-62.9792,-117.702,-0.311308
1813,-59.6175,-120.921,-0.236156
1814,-75.0866,-102.369,-0.645223
1815,-72.3161,-111.076,-0.560522
1816,-69.219,-117.176,-0.471464
1817,-65.9225,-121.523,-0.383559
1818,-62.5003,-124.683,-0.300119
1819,-58.9961,-127.017,-0.223132
1820,-78.2247,-105.767,-0.74651
1821,-75.338,-115.751,-0.653133
1822,-72.1259,-122.142,-0.554878
1823,-68.7366,-126.39,-0.458149
1824,-65.2449,-129.313,-0.366397
1825,-61.6914,-131.376,-0.281584
1826,-58.0998,-132.85,-0.204824
1827,-81.2936,-111.589,-0.850574
1828,-78.2165,-122.776,-0.746238
1829,-74.8532,-128.965,-0.637911
1830,-71.3587,-132.687,-0.532341
1831,-67.7967,-135.06,-0.432646
1832,-64.198,-136.627,-0.340502
1833,-60.5794,-137.672,-0.256851
1834,-56.9512,-138.358,-0.182186
1835,-84.1795,-123.424,-0.952441
1836,-80.8117,-134.027,-0.833927
1837,-77.2808,-138.577,-0.715474
1838,-73.6919,-140.912,-0.602008
1839,-70.0776,-142.214,-0.495538
1840,-66.4522,-142.951,-0.397192
1841,-62.8235,-143.344,-0.307653
1842,-59.1968,-143.507,-0.227309
1843,-55.5759,-143.507,-0.156294
1844,-86.4069,-153.212,-1.03338
1845,-82.8064,-152.661,-0.903522
1846,-79.2004,-152.118,-0.779084
1847,-75.5909,-151.581,-0.661128
1848,-71.9804,-151.045,-0.550576
1849,-68.3714,-150.509,-0.44817
1850,-64.7664,-149.967,-0.354468
1851,-61.168,-149.418,-0.269835
1852,-57.5785,-148.858,-0.194435
1853,-54,-148.283,-0.128242
1854,-86.4069,153.212,-1.03338
1855,-83.6085,180,-0.932003
1856,-80.3024,-170.002,-0.816455
1857,-76.8628,-164.867,-0.701884
1858,-73.3715,-161.646,-0.592244
1859,-69.8565,-159.356,-0.489293
1860,-66.331,-157.582,-0.394056
1861,-62.8028,-156.121,-0.307168
1862,-59.2772,-154.861,-0.22899
1863,-55.7582,-153.732,-0.15965
1864,-52.2491,-152.692,-0.099081
1865,-84.1795,123.424,-0.952441
1866,-82.8064,152.661,-0.903522
1867,-80.3024,170.002,-0.816455
1868,-77.3153,180,-0.7166
1869,-74.1133,-173.692,-0.614944
1870,-70.8038,-169.337,-0.516272
1871,-67.4358,-166.107,-0.42301
1872,-64.0353,-163.571,-0.336545
1873,-60.6175,-161.489,-0.257684
1874,-57.1925,-159.715,-0.186865
1875,-53.7671,-158.157,-0.124242
1876,-50.3468,-156.752,-0.0697549
1877,-81.2936,111.589,-0.850574
1878,-80.8117,134.027,-0.833927
1879,-79.2004,152.118,-0.779084
1880,-76.8628,164.867,-0.701884
1881,-74.1133,173.692,-0.614944
1882,-71.1303,180,-0.525703
1883,-68.0095,-175.288,-0.438369
1884,-64.8046,-171.618,-0.355415
1885,-61.5472,-168.65,-0.278328
1886,-58.2576,-166.172,-0.208006
1887,-54.9495,-164.045,-0.144938
1888,-51.6327,-162.173,-0.0893118
1889,-48.3142,-160.49,-0.0410763
1890,-78.2247,105.767,-0.74651
1891,-78.2165,122.776,-0.746238
1892,-77.2808,138.577,-0.715474
1893,-75.5909,151.581,-0.661128
1894,-73.3715,161.646,-0.592244
1895,-70.8038,169.337,-0.516272
1896,-68.0095,175.288,-0.438369
1897,-65.0664,180,-0.361929
1898,-62.0239,-176.174,-0.289148
1899,-58.9147,-172.989,-0.221446
1900,-55.7609,-170.276,-0.1597
1901,-52.5784,-167.916,-0.104406
1902,-49.3785,-165.823,-0.0557548
1903,-46.1699,-163.933,-0.0137135
1904,-75.0866,102.369,-0.645223
1905,-75.338,115.751,-0.653133
1906,-74.8532,128.965,-0.637911
1907,-73.6919,140.912,-0.602008
1908,-71.9804,151.045,-0.550576
1909,-69.8565,159.356,-0.489293
1910,-67.4358,166.107,-0.42301
1911,-64.8046,171.618,-0.355415
1912,-62.0239,176.174,-0.289148
1913,-59.1369,180,-0.226059
1914,-56.1741,-176.732,-0.167394
1915,-53.1576,-173.895,-0.11395
1916,-50.1037,-171.392,-0.0661817
1917,-47.0248,-169.15,-0.0242729
1918,-43.9301,-167.113,0.0118109
1919,-71.9163,100.157,-0.548684
1920,-72.3161,111.076,-0.560522
1921,-72.1259,122.142,-0.554878
1922,-71.3587,132.687,-0.532341
1923,-70.0776,142.214,-0.495538
1924,-68.3714,150.509,-0.44817
1925,-66.331,157.582,-0.394056
1926,-64.0353,163.571,-0.336545
1927,-61.5472,168.65,-0.278328
1928,-58.9147,172.989,-0.221446
1929,-56.1741,176.732,-0.167394
1930,-53.3527,180,-0.117217
1931,-50.4713,-177.113,-0.0716
1932,-47.5457,-174.532,-0.0309333
1933,-44.5882,-172.196,0.00462767
1934,-41.6086,-170.058,0.0351172
1935,-68.7295,98.6056,-0.457954
1936,-69.2152,107.78,-0.471358
1937,-69.219,117.176,-0.471464
1938,-68.7366,126.39,-0.458149
1939,-67.7967,135.06,-0.432646
1940,-66.4522,142.951,-0.397192
1941,-64.7664,149.967,-0.354468
1942,-62.8028,156.121,-0.307168
1943,-60.6175,161.489,-0.257684
1944,-58.2576,166.172,-0.208006
1945,-55.7609,170.276,-0.1597
1946,-53.1576,173.895,-0.11395
1947,-50.4713,177.113,-0.0716
1948,-47.7207,180,-0.0332097
1949,-44.9206,-177.387,0.000900272
1950,-42.083,-174.998,0.0306071
1951,-39.2173,-172.795,0.0559569
1952,-65.5337,97.4599,-0.373673
1953,-66.0681,105.347,-0.387287
1954,-66.2009,113.452,-0.3907
1955,-65.9225,121.523,-0.383559
1956,-65.2449,129.313,-0.366397
1957,-64.198,136.627,-0.340502
1958,-62.8235,143.344,-0.307653
1959,-61.168,149.418,-0.269835
1960,-59.2772,154.861,-0.22899
1961,-57.1925,159.715,-0.186865
1962,-54.9495,164.045,-0.144938
1963,-52.5784,167.916,-0.104406
1964,-50.1037,171.392,-0.0661817
1965,-47.5457,174.532,-0.0309333
1966,-44.9206,177.387,0.000900272
1967,-42.242,180,0.0290668
1968,-39.5208,-177.59,0.0534829
1969,-36.7661,-175.35,0.074204
1970,-62.3332,96.5807,-0.296253
1971,-62.8928,103.486,-0.309278
1972,-63.1113,110.581,-0.314422
1973,-62.9792,117.702,-0.311308
1974,-62.5003,124.683,-0.300119
1975,-61.6914,131.376,-0.281584
1976,-60.5794,137.672,-0.256851
1977,-59.1968,143.507,-0.227309
1978,-57.5785,148.858,-0.194435
1979,-55.7582,153.732,-0.15965
1980,-53.7671,158.157,-0.124242
1981,-51.6327,162.173,-0.0893118
1982,-49.3785,165.823,-0.0557548
1983,-47.0248,169.15,-0.0242729
1984,-44.5882,172.196,0.00462767
1985,-42.083,174.998,0.0306071
1986,-39.5208,177.59,0.0534829
1987,-36.9116,180,0.0732045
1988,-34.2637,-177.745,0.0898386
1989,-34.2637,177.745,0.0898386
1990,-30.6893,176.492,0.107496
1991,-36.7661,175.35,0.074204
1992,-33.1868,174.095,0.0957065
1993,-29.5688,173.061,0.112022
1994,-39.2173,172.795,0.0559569
1995,-35.6328,171.549,0.0816428
1996,-32.012,170.531,0.101557
1997,-28.3622,169.708,0.116413
1998,-41.6086,170.058,0.0351172
1999,-38.019,168.836,0.0652563
2000,-34.3954,167.847,0.0890866
2001,-30.7455,167.055,0.107257
2002,-27.0754,166.433,0.120586
2003,-43.9301,167.113,0.0118109
2004,-40.3359,165.934,0.0465958
2005,-36.7101,164.99,0.0745859
2006,-33.0606,164.244,0.096362
2007,-29.3937,163.666,0.112689
2008,-25.7146,163.234,0.124473
2009,-46.1699,163.933,-0.0137135
2010,-42.5722,162.82,0.0258218
2011,-38.9456,161.944,0.0581305
2012,-35.2978,161.261,0.0837266
2013,-31.6352,160.742,0.103317
2014,-27.963,160.363,0.117762
2015,-24.2856,160.11,0.128033
2016,-48.3142,160.49,-0.0410763
2017,-44.7147,159.473,0.00321706
2018,-41.0896,158.687,0.0399064
2019,-37.446,158.089,0.0694448
2020,-33.79,157.647,0.0924809
2021,-30.1265,157.337,0.109825
2022,-26.4599,157.144,0.122408
2023,-22.7941,157.056,0.131246
2024,-50.3468,156.752,-0.0697549
2025,-46.7484,155.868,-0.0208087
2026,-43.1281,155.203,0.0202166
2027,-39.4922,154.713,0.0537182
2028,-35.8462,154.368,0.0802883
2029,-32.1945,154.145,0.100685
2030,-28.5415,154.028,0.115791
2031,-24.8908,154.005,0.126587
2032,-21.2458,154.07,0.134114
2033,-52.2491,152.692,-0.099081
2034,-48.6563,151.983,-0.045714
2035,-45.0456,151.473,-0.000518787
2036,-41.4221,151.12,0.0368556
2037,-37.7907,150.895,0.0669448
2038,-34.1552,150.777,0.0904524
2039,-30.5197,150.752,0.10821
2040,-26.8875,150.809,0.121153
2041,-23.262,150.942,0.130289
2042,-19.646,151.147,0.136663
2043,-54,148.283,-0.128242
2044,-50.4192,147.798,-0.0708267
2045,-46.8244,147.482,-0.0217564
2046,-43.2198,147.297,0.0192747
2047,-39.6089,147.218,0.0527557
2048,-35.9954,147.227,0.0793287
2049,-32.3825,147.311,0.0997723
2050,-28.7735,147.463,0.11497
2051,-25.1716,147.677,0.125886
2052,-21.5795,147.951,0.133532
2053,-18,148.283,0.13894
2054,-55.5759,143.507,-0.156294
2055,-52.016,143.301,-0.0953564
2056,-48.4458,143.221,-0.0428514
2057,-44.8679,143.237,0.0014957
2058,-41.2852,143.33,0.0381192
2059,-37.7006,143.487,0.067604
2060,-34.1169,143.7,0.0906678
2061,-30.5371,143.963,0.108137
2062,-26.9641,144.272,0.120923
2063,-23.4006,144.626,0.129997
2064,-19.8493,145.026,0.136359
2065,-16.3127,145.472,0.141011
2066,-56.9512,138.358,-0.182186
2067,-53.4244,138.488,-0.118424
2068,-49.8895,138.686,-0.0630658
2069,-46.3483,138.937,-0.0158792
2070,-42.803,139.23,0.0235164
2071,-39.2557,139.558,0.0556466
2072,-35.7091,139.918,0.081161
2073,-32.1657,140.307,0.100823
2074,-28.6281,140.725,0.115487
2075,-25.0991,141.172,0.126069
2076,-21.5813,141.65,0.133529
2077,-18.0771,142.161,0.138839
2078,-14.5888,142.709,0.142962
2079,-58.0998,132.85,-0.204824
2080,-54.6212,133.369,-0.139095
2081,-51.135,133.886,-0.0816109
2082,-47.6424,134.404,-0.0321887
2083,-44.1451,134.922,0.0094927
2084,-40.6451,135.442,0.0438893
2085,-37.1446,135.966,0.0715825
2086,-33.646,136.497,0.0932649
2087,-30.1517,137.037,0.109723
2088,-26.6643,137.589,0.121815
2089,-23.1864,138.157,0.130447
2090,-19.7203,138.743,0.136552
2091,-16.2685,139.353,0.141063
2092,-12.833,139.99,0.144889
2093,-58.9961,127.017,-0.223132
2094,-55.584,127.969,-0.156443
2095,-52.1622,128.841,-0.0976882
2096,-48.7319,129.652,-0.0467491
2097,-45.2949,130.418,-0.00337741
2098,-41.8533,131.148,0.0328068
2099,-38.409,131.853,0.0623107
2100,-34.9646,132.539,0.0857483
2101,-31.5223,133.213,0.103834
2102,-28.0846,133.88,0.117356
2103,-24.6541,134.547,0.127163
2104,-21.2331,135.217,0.134135
2105,-17.824,135.898,0.139166
2106,-14.4288,136.593,0.143138
2107,-11.0497,137.309,0.146902
2108,-59.6175,120.921,-0.236156
2109,-56.2927,122.334,-0.169624
2110,-52.9526,123.584,-0.110546
2111,-49.5997,124.709,-0.0588985
2112,-46.2364,125.738,-0.0145184
2113,-42.8652,126.693,0.0228898
2114,-39.4883,127.59,0.0537502
2115,-36.1083,128.442,0.0785956
2116,-32.7276,129.259,0.0980602
2117,-29.3486,130.051,0.112859
2118,-25.9739,130.825,0.123772
2119,-22.6058,131.588,0.131618
2120,-19.2465,132.347,0.137244
2121,-15.8983,133.108,0.141492
2122,-12.5632,133.877,0.145187
2123,-9.243,134.661,0.149118
2124,-59.9469,114.65,-0.24317
2125,-56.7309,116.53,-0.17795
2126,-53.4908,118.164,-0.119545
2127,-50.2311,119.611,-0.0680494
2128,-46.9555,120.912,-0.0233998
2129,-43.6673,122.1,0.0146071
2130,-40.3694,123.196,0.0463051
2131,-37.0646,124.221,0.0721424
2132,-33.7556,125.189,0.092669
2133,-30.445,126.112,0.108521
2134,-27.1351,126.999,0.120403
2135,-23.8284,127.861,0.129069
2136,-20.5272,128.705,0.135305
2137,-17.2335,129.538,0.139908
2138,-13.9493,130.367,0.143665
2139,-10.6767,131.199,0.147341
2140,-7.41713,132.039,0.151658
2141,-59.9746,108.312,-0.243763
2142,-56.888,110.637,-0.180967
2143,-53.7657,112.644,-0.124218
2144,-50.6147,114.407,-0.0737381
2145,-47.4407,115.979,-0.0295768
2146,-44.2481,117.398,0.00837233
2147,-41.0409,118.696,0.0403481
2148,-37.8224,119.897,0.0667119
2149,-34.5954,121.018,0.0879301
2150,-31.363,122.074,0.104554
2151,-28.1274,123.08,0.117213
2152,-24.8913,124.045,0.126586
2153,-21.6567,124.978,0.133394
2154,-18.4258,125.888,0.138379
2155,-15.2005,126.782,0.142282
2156,-11.9827,127.668,0.145835
2157,-8.77403,128.551,0.149737
2158,-5.57604,129.44,0.154646
2159,-59.6997,102.021,-0.237899
2160,-56.7603,104.743,-0.178513
2161,-53.7714,107.094,-0.124316
2162,-50.7434,109.153,-0.0756687
2163,-47.6838,110.982,-0.0327281
2164,-44.5989,112.626,0.00450873
2165,-41.4936,114.12,0.0361914
2166,-38.3719,115.493,0.0625943
2167,-35.2373,116.765,0.0840974
2168,-32.0928,117.956,0.101173
2169,-28.9412,119.08,0.114366
2170,-25.7849,120.149,0.124285
2171,-22.6261,121.174,0.131579
2172,-19.4668,122.164,0.136926
2173,-16.3089,123.127,0.141016
2174,-13.1541,124.071,0.144536
2175,-10.004,125.003,0.148155
2176,-6.86004,125.929,0.152512
2177,-3.72362,126.857,0.158201
2178,-59.1303,95.8865,-0.225921
2179,-56.3512,98.9393,-0.170728
2180,-53.5083,101.586,-0.119841
2181,-50.6148,103.91,-0.0737396
2182,-47.6808,105.973,-0.0326889
2183,-44.714,107.824,0.00322487
2184,-41.7207,109.502,0.034063
2185,-38.7057,111.038,0.0600178
2186,-35.673,112.456,0.0813893
2187,-32.6261,113.776,0.0985687
2188,-29.5679,115.015,0.112025
2189,-26.5007,116.187,0.12229
2190,-23.4269,117.303,0.129941
2191,-20.3483,118.374,0.13559
2192,-17.2666,119.408,0.139867
2193,-14.1835,120.414,0.143408
2194,-11.1004,121.397,0.146843
2195,-8.01859,122.366,0.150781
2196,-4.9393,123.327,0.1558
2197,-1.86368,124.284,0.162437
2198,-27.4691,176.562,0.119362
2199,-26.3014,173.193,0.12286
2200,-24.2458,176.619,0.128125
2201,-25.0491,169.893,0.126194
2202,-23.0282,173.301,0.130773
2203,-21.0196,176.666,0.134498
2204,-23.7182,166.663,0.129312
2205,-21.7277,170.044,0.133267
2206,-19.7495,173.389,0.136509
2207,-17.7907,176.704,0.139209
2208,-22.3151,163.5,0.13218
2209,-20.3507,166.85,0.135586
2210,-18.3988,170.167,0.138415
2211,-16.466,173.46,0.140831
2212,-14.5595,176.735,0.142994
2213,-20.8456,160.402,0.134787
2214,-18.9036,163.715,0.137727
2215,-16.974,167,0.140224
2216,-15.0632,170.264,0.142436
2217,-13.1782,173.515,0.14451
2218,-11.3262,176.758,0.146581
2219,-19.3157,157.368,0.137145
2220,-17.3925,160.637,0.139711
2221,-15.4816,163.885,0.141966
2222,-13.5892,167.117,0.144059
2223,-11.7219,170.339,0.146129
2224,-9.8868,173.557,0.1483
2225,-8.09136,176.775,0.150677
2226,-17.7312,154.392,0.139285
2227,-15.8235,157.614,0.141577
2228,-13.9281,160.821,0.143688
2229,-12.0508,164.016,0.145758
2230,-10.1979,167.206,0.147917
2231,-8.37613,170.394,0.150279
2232,-6.59274,173.586,0.152936
2233,-4.8553,176.786,0.155957
2234,-16.0975,151.471,0.141262
2235,-14.2024,154.643,0.143387
2236,-12.3196,157.804,0.145458
2237,-10.4544,160.959,0.147607
2238,-8.6129,164.112,0.149954
2239,-6.80147,167.267,0.152604
2240,-5.02702,170.429,0.155637
2241,-3.29684,173.603,0.159109
2242,-1.61851,176.792,0.163051
2243,-14.42,148.601,0.143148
2244,-12.535,151.72,0.145218
2245,-10.6621,154.832,0.147358
2246,-8.80644,157.942,0.149693
2247,-6.97363,161.055,0.152334
2248,-5.16983,164.174,0.155374
2249,-3.4016,167.303,0.158883
2250,-1.6759,170.447,0.162906
2251,0,173.609,0.167459
2252,1.61851,176.792,0.163051
2253,-12.7039,145.778,0.145032
2254,-10.8267,148.84,0.147163
2255,-8.96152,151.901,0.149487
2256,-7.11302,154.963,0.152119
2257,-5.28658,158.032,0.155162
2258,-3.48803,161.112,0.158698
2259,-1.72363,164.205,0.162786
2260,0,167.315,0.167459
2261,1.6759,170.447,0.162906
2262,3.29684,173.603,0.159109
2263,4.8553,176.786,0.155957
2264,-10.954,142.996,0.147014
2265,-9.0829,146,0.149327
2266,-7.22343,149.006,0.15195
2267,-5.38011,152.019,0.154994
2268,-3.55801,155.041,0.158549
2269,-1.76265,158.077,0.162688
2270,0,161.13,0.167459
2271,1.72363,164.205,0.162786
2272,3.4016,167.303,0.158883
2273,5.02702,170.429,0.155637
2274,6.59274,173.586,0.152936
2275,8.09136,176.775,0.150677
2276,-9.17531,140.252,0.149206
2277,-7.30863,143.196,0.151821
2278,-5.45324,146.146,0.154863
2279,-3.61341,149.104,0.158432
