"id","latitude","longitude","wsp"
777,-9.243,45.3393,0.149118
778,-11.0497,42.6908,0.146902
779,-12.833,40.0098,0.144889
780,-14.5888,37.2907,0.142962
781,-16.3127,34.5284,0.141011
782,-18,31.7175,0.13894
783,-19.646,28.8529,0.136663
784,-21.2458,25.9299,0.134114
785,-22.7941,22.9437,0.131246
786,-24.2856,19.8902,0.128033
787,-25.7146,16.7657,0.124473
788,-27.0754,13.5671,0.120586
789,-28.3622,10.2921,0.116413
790,-29.5688,6.93918,0.112022
791,-30.6893,3.50818,0.107496
792,34.2637,2.25522,0.0898386
793,30.6893,3.50818,0.107496
794,36.7661,4.65005,0.074204
795,33.1868,5.9051,0.0957065
796,29.5688,6.93918,0.112022
797,39.2173,7.2048,0.0559569
798,35.6328,8.4508,0.0816428
799,32.012,9.46879,0.101557
800,28.3622,10.2921,0.116413
801,41.6086,9.94209,0.0351172
802,38.019,11.1643,0.0652563
803,34.3954,12.1531,0.0890866
804,30.7455,12.945,0.107257
805,27.0754,13.5671,0.120586
806,43.9301,12.887,0.0118109
807,40.3359,14.0665,0.0465958
808,36.7101,15.0095,0.0745859
809,33.0606,15.7556,0.096362
810,29.3937,16.3338,0.112689
811,25.7146,16.7657,0.124473
812,46.1699,16.0667,-0.0137135
813,42.5722,17.1796,0.0258218
814,38.9456,18.0564,0.0581305
815,35.2978,18.739,0.0837266
816,31.6352,19.2583,0.103317
817,27.963,19.6366,0.117762
818,24.2856,19.8902,0.128033
819,48.3142,19.5104,-0.0410763
820,44.7147,20.5269,0.00321706
821,41.0896,21.3126,0.0399064
822,37.446,21.911,0.0694448
823,33.79,22.3534,0.0924809
824,30.1265,22.6629,0.109825
825,26.4599,22.8558,0.122408
826,22.7941,22.9437,0.131246
827,50.3468,23.2479,-0.0697549
828,46.7484,24.132,-0.0208087
829,43.1281,24.7971,0.0202166
830,39.4922,25.2866,0.0537182
831,35.8462,25.6318,0.0802883
832,32.1945,25.8551,0.100685
833,28.5415,25.9724,0.115791
834,24.8908,25.9949,0.126587
835,21.2458,25.9299,0.134114
836,52.2491,27.3085,-0.099081
837,48.6563,28.0172,-0.045714
838,45.0456,28.5273,-0.000518787
839,41.4221,28.8801,0.0368556
840,37.7907,29.105,0.0669448
841,34.1552,29.2227,0.0904524
842,30.5197,29.2479,0.10821
843,26.8875,29.1907,0.121153
844,23.262,29.0578,0.130289
845,19.646,28.8529,0.136663
846,54,31.7175,-0.128242
847,50.4192,32.2017,-0.0708267
848,46.8244,32.518,-0.0217564
849,43.2198,32.703,0.0192747
850,39.6089,32.7823,0.0527557
851,35.9954,32.7735,0.0793287
852,32.3825,32.6889,0.0997723
853,28.7735,32.5368,0.11497
854,25.1716,32.3227,0.125886
855,21.5795,32.0493,0.133532
856,18,31.7175,0.13894
857,55.5759,36.4932,-0.156294
858,52.016,36.6986,-0.0953564
859,48.4458,36.7792,-0.0428514
860,44.8679,36.7633,0.0014957
861,41.2852,36.6702,0.0381192
862,37.7006,36.5127,0.067604
863,34.1169,36.2998,0.0906678
864,30.5371,36.0371,0.108137
865,26.9641,35.7279,0.120923
866,23.4006,35.3737,0.129997
867,19.8493,34.9744,0.136359
868,16.3127,34.5284,0.141011
869,56.9512,41.6415,-0.182186
870,53.4244,41.5118,-0.118424
871,49.8895,41.3135,-0.0630658
872,46.3483,41.0629,-0.0158792
873,42.803,40.7703,0.0235164
874,39.2557,40.442,0.0556466
875,35.7091,40.0822,0.081161
876,32.1657,39.693,0.100823
877,28.6281,39.275,0.115487
878,25.0991,38.8277,0.126069
879,21.5813,38.3497,0.133529
880,18.0771,37.8385,0.138839
881,14.5888,37.2907,0.142962
882,58.0998,47.1501,-0.204824
883,54.6212,46.6315,-0.139095
884,51.135,46.1136,-0.0816109
885,47.6424,45.5962,-0.0321887
886,44.1451,45.0782,0.0094927
887,40.6451,44.5581,0.0438893
888,37.1446,44.0337,0.0715825
889,33.646,43.5029,0.0932649
890,30.1517,42.9629,0.109723
891,26.6643,42.4108,0.121815
892,23.1864,41.8434,0.130447
893,19.7203,41.257,0.136552
894,16.2685,40.6474,0.141063
895,12.833,40.0098,0.144889
896,58.9961,52.9834,-0.223132
897,55.584,52.0314,-0.156443
898,52.1622,51.1594,-0.0976882
899,48.7319,50.3478,-0.0467491
900,45.2949,49.5823,-0.00337741
901,41.8533,48.8517,0.0328068
902,38.409,48.1472,0.0623107
903,34.9646,47.4612,0.0857483
904,31.5223,46.7874,0.103834
905,28.0846,46.1199,0.117356
906,24.6541,45.4533,0.127163
907,21.2331,44.7825,0.134135
908,17.824,44.1022,0.139166
909,14.4288,43.4069,0.143138
910,11.0497,42.6908,0.146902
911,59.6175,59.0791,-0.236156
912,56.2927,57.6658,-0.169624
913,52.9526,56.4165,-0.110546
914,49.5997,55.2914,-0.0588985
915,46.2364,54.2619,-0.0145184
916,42.8652,53.307,0.0228898
917,39.4883,52.41,0.0537502
918,36.1083,51.5581,0.0785956
919,32.7276,50.7407,0.0980602
920,29.3486,49.9489,0.112859
921,25.9739,49.1748,0.123772
922,22.6058,48.4116,0.131618
923,19.2465,47.6527,0.137244
924,15.8983,46.8919,0.141492
925,12.5632,46.1229,0.145187
926,9.243,45.3393,0.149118
927,59.9469,65.3495,-0.24317
928,56.7309,63.47,-0.17795
929,53.4908,61.836,-0.119545
930,50.2311,60.3892,-0.0680494
931,46.9555,59.0877,-0.0233998
932,43.6673,57.9004,0.0146071
933,40.3694,56.8036,0.0463051
934,37.0646,55.7788,0.0721424
935,33.7556,54.8111,0.092669
936,30.445,53.8884,0.108521
937,27.1351,53.0005,0.120403
938,23.8284,52.1386,0.129069
939,20.5272,51.2947,0.135305
940,17.2335,50.4618,0.139908
941,13.9493,49.6329,0.143665
942,10.6767,48.8014,0.147341
943,7.41713,47.9606,0.151658
944,59.9746,71.6877,-0.243763
945,56.888,69.3635,-0.180967
946,53.7657,67.3561,-0.124218
947,50.6147,65.5931,-0.0737381
948,47.4407,64.0215,-0.0295768
949,44.2481,62.6017,0.00837233
950,41.0409,61.3035,0.0403481
951,37.8224,60.1034,0.0667119
952,34.5954,58.9825,0.0879301
953,31.363,57.9256,0.104554
954,28.1274,56.9201,0.117213
955,24.8913,55.9553,0.126586
956,21.6567,55.0221,0.133394
957,18.4258,54.112,0.138379
958,15.2005,53.2178,0.142282
959,11.9827,52.3322,0.145835
960,8.77403,51.4486,0.149737
961,5.57604,50.5601,0.154646
962,59.6997,77.9788,-0.237899
963,56.7603,75.2569,-0.178513
964,53.7714,72.9064,-0.124316
965,50.7434,70.8469,-0.0756687
966,47.6838,69.018,-0.0327281
967,44.5989,67.374,0.00450873
968,41.4936,65.8798,0.0361914
969,38.3719,64.5074,0.0625943
970,35.2373,63.2347,0.0840974
971,32.0928,62.044,0.101173
972,28.9412,60.9202,0.114366
973,25.7849,59.8512,0.124285
974,22.6261,58.8262,0.131579
975,19.4668,57.8362,0.136926
976,16.3089,56.8728,0.141016
977,13.1541,55.9286,0.144536
978,10.004,54.9968,0.148155
979,6.86004,54.0705,0.152512
980,3.72362,53.1433,0.158201
981,59.1303,84.1135,-0.225921
982,56.3512,81.0607,-0.170728
983,53.5083,78.4136,-0.119841
984,50.6148,76.0902,-0.0737396
985,47.6808,74.0274,-0.0326889
986,44.714,72.1762,0.00322487
987,41.7207,70.498,0.034063
988,38.7057,68.9623,0.0600178
989,35.673,67.5442,0.0813893
990,32.6261,66.2239,0.0985687
991,29.5679,64.9847,0.112025
992,26.5007,63.8129,0.12229
993,23.4269,62.6966,0.129941
994,20.3483,61.6258,0.13559
995,17.2666,60.5917,0.139867
996,14.1835,59.5863,0.143408
997,11.1004,58.6025,0.146843
998,8.01859,57.6337,0.150781
999,4.9393,56.6735,0.1558
1000,1.86368,55.7156,0.162437
1001,3.01636,59.2636,0.159727
1002,0,61.4543,0.167459
1003,6.03184,60.25,0.15386
1004,3.05031,62.4887,0.159651
1005,0,64.626,0.167459
1006,9.04552,61.2476,0.149376
1007,6.0999,63.5372,0.153745
1008,3.08232,65.7168,0.15958
1009,0,67.7978,0.167459
1010,12.0565,62.262,0.145752
1011,9.14773,64.6055,0.149242
1012,6.16332,66.8301,0.153639
1013,3.11169,68.9479,0.159515
1014,0,70.9695,0.167459
1015,15.0636,63.2994,0.142435
1016,12.1926,65.6995,0.145599
1017,9.24178,67.9717,0.149119
1018,6.22077,70.1286,0.153544
1019,3.13784,72.1816,0.159457
1020,0,74.1413,0.167459
1021,18.066,64.3665,0.138854
1022,15.2331,66.8259,0.142246
1023,12.3162,69.1478,0.145461
1024,9.32574,71.3458,0.149011
1025,6.27114,73.4321,0.15346
1026,3.16031,75.4178,0.159408
1027,0,77.313,0.167459
1028,21.0623,65.4708,0.134426
1029,18.2676,67.992,0.138589
1030,15.3846,70.3656,0.142076
1031,12.4247,72.6061,0.145341
1032,9.39805,74.7269,0.148918
1033,6.31353,76.74,0.15339
1034,3.17871,78.6561,0.159367
1035,0,80.4848,0.167459
1036,24.0511,66.6204,0.128571
1037,21.2942,69.2059,0.13403
1038,18.4448,71.6329,0.138353
1039,15.5151,73.9173,0.141928
1040,12.5161,76.0734,0.145239
1041,9.4574,78.1142,0.148842
1042,6.34723,80.0516,0.153335
1043,3.19276,81.896,0.159337
1044,0,83.6565,0.167459
1045,27.031,67.8248,0.120721
1046,24.3108,70.477,0.127975
1047,21.4941,72.959,0.133682
1048,18.5942,75.288,0.138152
1049,15.6224,77.4796,0.141807
1050,12.5889,79.5481,0.145159
1051,9.50278,81.5065,0.148784
1052,6.37168,83.3661,0.153295
1053,3.20225,85.1371,0.159316
1054,0,86.8283,0.167459
1055,30,69.0948,0.110333
1056,27.3148,71.8161,0.119847
1057,24.5297,74.3543,0.12746
1058,21.6585,76.7281,0.133391
1059,18.7132,78.9549,0.13799
1060,15.7045,81.0504,0.141713
1061,12.6418,83.0287,0.1451
1062,9.53345,84.9024,0.148745
1063,6.3865,86.6826,0.15327
1064,3.20703,88.3789,0.159305
1065,0,90,0.167459
1066,32.9561,70.4431,0.0968998
1067,30.3035,73.2355,0.109105
1068,27.548,75.8306,0.119112
1069,24.7041,78.2492,0.127042
1070,21.7843,80.5103,0.133165
1071,18.7996,82.6312,0.137871
1072,15.76,84.6277,0.14165
1073,12.6739,86.5133,0.145065
1074,9.54891,88.3005,0.148725
1075,6.39147,90,0.153262
1076,3.20703,91.6211,0.159305
1077,0,93.1717,0.167459
1078,35.8967,71.8844,0.0799647
1079,33.2734,74.7499,0.0952528
1080,30.5451,77.4022,0.108103
1081,27.7266,79.8645,0.118537
1082,24.8309,82.1581,0.126734
1083,21.8694,84.3022,0.133011
1084,18.8521,86.314,0.137799
1085,15.788,88.2088,0.141618
1086,12.6847,90,0.145053
1087,9.54891,91.6995,0.148725
1088,6.3865,93.3174,0.15327
1089,3.20225,94.8629,0.159316
1090,0,96.3435,0.167459
1091,38.8188,73.4367,0.0591317
1092,36.2208,76.3765,0.0778592
1093,33.5163,79.0854,0.0939636
1094,30.7208,81.5895,0.107362
1095,27.8474,83.9127,0.118143
1096,24.9078,86.0766,0.126545
1097,21.9123,88.1,0.132932
1098,18.8697,90,0.137774
1099,15.788,91.7912,0.141618
1100,12.6739,93.4867,0.145065
1101,9.53345,95.0976,0.148745
1102,6.37168,96.6339,0.153295
1103,3.19276,98.104,0.159337
1104,0,99.5152,0.167459
1105,41.7186,75.1214,0.0340828
1106,39.1409,78.1359,0.056572
1107,36.4563,80.8996,0.076298
1108,33.6806,83.4423,0.0930773
1109,30.8274,85.7911,0.106906
1110,27.9083,87.9699,0.117943
1111,24.9336,90,0.126481
1112,21.9123,91.9,0.132932
1113,18.8521,93.686,0.137799
1114,15.76,95.3723,0.14165
1115,12.6418,96.9713,0.1451
1116,9.50278,98.4935,0.148784
1117,6.34723,99.9484,0.153335
1118,3.17871,101.344,0.159367
1119,0,102.687,0.167459
1120,44.5914,76.9647,0.00459211
1121,42.0282,80.0528,0.0311346
1122,39.3588,82.8679,0.0548095
1123,36.5993,85.4442,0.0753372
1124,33.7635,87.8126,0.0926258
1125,30.8631,90,0.106753
1126,27.9083,92.0301,0.117943
1127,24.9078,93.9234,0.126545
1128,21.8694,95.6978,0.133011
1129,18.7996,97.3688,0.137871
1130,15.7045,98.9496,0.141713
1131,12.5889,100.452,0.145159
1132,9.4574,101.886,0.148842
1133,6.31353,103.26,0.15339
1134,3.16031,104.582,0.159408
1135,0,105.859,0.167459
1136,47.4316,78.9987,-0.0294596
1137,44.876,82.1572,0.00140431
1138,42.2163,85.0178,0.0293167
1139,39.4687,87.6203,0.0539111
1140,36.6473,90,0.0750124
1141,33.7635,92.1874,0.0926258
1142,30.8274,94.2089,0.106906
1143,27.8474,96.0873,0.118143
1144,24.8309,97.8419,0.126734
1145,21.7843,99.4897,0.133165
1146,18.7132,101.045,0.13799
1147,15.6224,102.52,0.141807
1148,12.5161,103.927,0.145239
1149,9.39805,105.273,0.148918
1150,6.27114,106.568,0.15346
1151,3.13784,107.818,0.159457
1152,0,109.03,0.167459
1153,50.2316,81.2631,-0.0680568
1154,47.676,84.4853,-0.0326263
1155,45.0197,87.382,-0.000223953
1156,42.2793,90,0.0287034
1157,39.4687,92.3797,0.0539111
1158,36.5993,94.5558,0.0753372
1159,33.6806,96.5577,0.0930773
1160,30.7208,98.4105,0.107362
1161,27.7266,100.136,0.118537
1162,24.7041,101.751,0.127042
1163,21.6585,103.272,0.133391
1164,18.5942,104.712,0.138152
1165,15.5151,106.083,0.141928
1166,12.4247,107.394,0.145341
1167,9.32574,108.654,0.149011
1168,6.22077,109.871,0.153544
1169,3.11169,111.052,0.159515
1170,0,112.202,0.167459
1171,52.9822,83.8075,-0.111036
1172,50.4178,87.0816,-0.0708059
1173,47.758,90,-0.0336974
1174,45.0197,92.618,-0.000223953
1175,42.2163,94.9822,0.0293167
1176,39.3588,97.1321,0.0548095
1177,36.4563,99.1004,0.076298
1178,33.5163,100.915,0.0939636
1179,30.5451,102.598,0.108103
1180,27.548,104.169,0.119112
1181,24.5297,105.646,0.12746
1182,21.4941,107.041,0.133682
1183,18.4448,108.367,0.138353
1184,15.3846,109.634,0.142076
1185,12.3162,110.852,0.145461
1186,9.24178,112.028,0.149119
1187,6.16332,113.17,0.153639
1188,3.08232,114.283,0.15958
1189,0,115.374,0.167459
1190,55.6712,86.694,-0.158046
1191,53.0884,90,-0.112798
1192,50.4178,92.9184,-0.0708059
1193,47.676,95.5147,-0.0326263
1194,44.876,97.8428,0.00140431
1195,42.0282,99.9472,0.0311346
1196,39.1409,101.864,0.056572
1197,36.2208,103.624,0.0778592
1198,33.2734,105.25,0.0952528
1199,30.3035,106.764,0.109105
1200,27.3148,108.184,0.119847
1201,24.3108,109.523,0.127975
1202,21.2942,110.794,0.13403
1203,18.2676,112.008,0.138589
1204,15.2331,113.174,0.142246
1205,12.1926,114.3,0.145599
1206,9.14773,115.395,0.149242
1207,6.0999,116.463,0.153745
1208,3.05031,117.511,0.159651
1209,0,118.546,0.167459
1210,-3.05031,62.4887,0.159651
1211,-3.08232,65.7168,0.15958
1212,-6.0999,63.5372,0.153745
1213,-3.11169,68.9479,0.159515
1214,-6.16332,66.8301,0.153639
1215,-9.14773,64.6055,0.149242
1216,-3.13784,72.1816,0.159457
1217,-6.22077,70.1286,0.153544
1218,-9.24178,67.9717,0.149119
1219,-12.1926,65.6995,0.145599
1220,-3.16031,75.4178,0.159408
1221,-6.27114,73.4321,0.15346
1222,-9.32574,71.3458,0.149011
1223,-12.3162,69.1478,0.145461
1224,-15.2331,66.8259,0.142246
1225,-3.17871,78.6561,0.159367
1226,-6.31353,76.74,0.15339
1227,-9.39805,74.7269,0.148918
1228,-12.4247,72.6061,0.145341
1229,-15.3846,70.3656,0.142076
1230,-18.2676,67.992,0.138589
1231,-3.19276,81.896,0.159337
1232,-6.34723,80.0516,0.153335
1233,-9.4574,78.1142,0.148842
1234,-12.5161,76.0734,0.145239
1235,-15.5151,73.9173,0.141928
1236,-18.4448,71.6329,0.138353
1237,-21.2942,69.2059,0.13403
1238,-3.20225,85.1371,0.159316
1239,-6.37168,83.3661,0.153295
1240,-9.50278,81.5065,0.148784
1241,-12.5889,79.5481,0.145159
1242,-15.6224,77.4796,0.141807
1243,-18.5942,75.288,0.138152
1244,-21.4941,72.959,0.133682
1245,-24.3108,70.477,0.127975
1246,-3.20703,88.3789,0.159305
1247,-6.3865,86.6826,0.15327
1248,-9.53345,84.9024,0.148745
1249,-12.6418,83.0287,0.1451
1250,-15.7045,81.0504,0.141713
1251,-18.7132,78.9549,0.13799
1252,-21.6585,76.7281,0.133391
1253,-24.5297,74.3543,0.12746
1254,-27.3148,71.8161,0.119847
1255,-3.20703,91.6211,0.159305
1256,-6.39147,90,0.153262
1257,-9.54891,88.3005,0.148725
1258,-12.6739,86.5133,0.145065
1259,-15.76,84.6277,0.14165
1260,-18.7996,82.6312,0.137871
1261,-21.7843,80.5103,0.133165
1262,-24.7041,78.2492,0.127042
1263,-27.548,75.8306,0.119112
1264,-30.3035,73.2355,0.109105
1265,-3.20225,94.8629,0.159316
1266,-6.3865,93.3174,0.15327
1267,-9.54891,91.6995,0.148725
1268,-12.6847,90,0.145053
1269,-15.788,88.2088,0.141618
1270,-18.8521,86.314,0.137799
1271,-21.8694,84.3022,0.133011
1272,-24.8309,82.1581,0.126734
1273,-27.7266,79.8645,0.118537
1274,-30.5451,77.4022,0.108103
1275,-33.2734,74.7499,0.0952528
1276,-3.19276,98.104,0.159337
1277,-6.37168,96.6339,0.153295
1278,-9.53345,95.0976,0.148745
1279,-12.6739,93.4867,0.145065
1280,-15.788,91.7912,0.141618
1281,-18.8697,90,0.137774
1282,-21.9123,88.1,0.132932
1283,-24.9078,86.0766,0.126545
1284,-27.8474,83.9127,0.118143
1285,-30.7208,81.5895,0.107362
1286,-33.5163,79.0854,0.0939636
1287,-36.2208,76.3765,0.0778592
1288,-3.17871,101.344,0.159367
1289,-6.34723,99.9484,0.153335
1290,-9.50278,98.4935,0.148784
1291,-12.6418,96.9713,0.1451
1292,-15.76,95.3723,0.14165
1293,-18.8521,93.686,0.137799
1294,-21.9123,91.9,0.132932
1295,-24.9336,90,0.126481
1296,-27.9083,87.9699,0.117943
1297,-30.8274,85.7911,0.106906
1298,-33.6806,83.4423,0.0930773
1299,-36.4563,80.8996,0.076298
1300,-39.1409,78.1359,0.056572
1301,-3.16031,104.582,0.159408
1302,-6.31353,103.26,0.15339
1303,-9.4574,101.886,0.148842
1304,-12.5889,100.452,0.145159
1305,-15.7045,98.9496,0.141713
1306,-18.7996,97.3688,0.137871
1307,-21.8694,95.6978,0.133011
1308,-24.9078,93.9234,0.126545
1309,-27.9083,92.0301,0.117943
1310,-30.8631,90,0.106753
1311,-33.7635,87.8126,0.0926258
1312,-36.5993,85.4442,0.0753372
1313,-39.3588,82.8679,0.0548095
1314,-42.0282,80.0528,0.0311346
1315,-3.13784,107.818,0.159457
1316,-6.27114,106.568,0.15346
1317,-9.39805,105.273,0.148918
1318,-12.5161,103.927,0.145239
1319,-15.6224,102.52,0.141807
1320,-18.7132,101.045,0.13799
1321,-21.7843,99.4897,0.133165
1322,-24.8309,97.8419,0.126734
1323,-27.8474,96.0873,0.118143
1324,-30.8274,94.2089,0.106906
1325,-33.7635,92.1874,0.0926258
1326,-36.6473,90,0.0750124
1327,-39.4687,87.6203,0.0539111
1328,-42.2163,85.0178,0.0293167
1329,-44.876,82.1572,0.00140431
1330,-3.11169,111.052,0.159515
1331,-6.22077,109.871,0.153544
1332,-9.32574,108.654,0.149011
1333,-12.4247,107.394,0.145341
1334,-15.5151,106.083,0.141928
1335,-18.5942,104.712,0.138152
1336,-21.6585,103.272,0.133391
1337,-24.7041,101.751,0.127042
1338,-27.7266,100.136,0.118537
1339,-30.7208,98.4105,0.107362
1340,-33.6806,96.5577,0.0930773
1341,-36.5993,94.5558,0.0753372
1342,-39.4687,92.3797,0.0539111
1343,-42.2793,90,0.0287034
1344,-45.0197,87.382,-0.000223953
1345,-47.676,84.4853,-0.0326263
1346,-3.08232,114.283,0.15958
1347,-6.16332,113.17,0.153639
1348,-9.24178,112.028,0.149119
1349,-12.3162,110.852,0.145461
1350,-15.3846,109.634,0.142076
1351,-18.4448,108.367,0.138353
1352,-21.4941,107.041,0.133682
1353,-24.5297,105.646,0.12746
1354,-27.548,104.169,0.119112
1355,-30.5451,102.598,0.108103
1356,-33.5163,100.915,0.0939636
1357,-36.4563,99.1004,0.076298
1358,-39.3588,97.1321,0.0548095
1359,-42.2163,94.9822,0.0293167
1360,-45.0197,92.618,-0.000223953
1361,-47.758,90,-0.0336974
1362,-50.4178,87.0816,-0.0708059
1363,-3.05031,117.511,0.159651
1364,-6.0999,116.463,0.153745
1365,-9.14773,115.395,0.149242
1366,-12.1926,114.3,0.145599
1367,-15.2331,113.174,0.142246
1368,-18.2676,112.008,0.138589
1369,-21.2942,110.794,0.13403
1370,-24.3108,109.523,0.127975
1371,-27.3148,108.184,0.119847
1372,-30.3035,106.764,0.109105
1373,-33.2734,105.25,0.0952528
1374,-36.2208,103.624,0.0778592
1375,-39.1409,101.864,0.056572
1376,-42.0282,99.9472,0.0311346
1377,-44.876,97.8428,0.00140431
1378,-47.676,95.5147,-0.0326263
1379,-50.4178,92.9184,-0.0708059
1380,-53.0884,90,-0.112798
1381,-3.01636,120.736,0.159727
1382,-6.03184,119.75,0.15386
1383,-9.04552,118.752,0.149376
1384,-12.0565,117.738,0.145752
1385,-15.0636,116.701,0.142435
1386,-18.066,115.633,0.138854
1387,-21.0623,114.529,0.134426
1388,-24.0511,113.38,0.128571
1389,-27.031,112.175,0.120721
1390,-30,110.905,0.110333
1391,-32.9561,109.557,0.0968998
1392,-35.8967,108.116,0.0799647
1393,-38.8188,106.563,0.0591317
1394,-41.7186,104.879,0.0340828
1395,-44.5914,103.035,0.00459211
1396,-47.4316,101.001,-0.0294596
1397,-50.2316,98.7369,-0.0680568
1398,-52.9822,96.1925,-0.111036
1399,-55.6712,93.306,-0.158046
1400,-33.1868,5.9051,0.0957065
1401,-32.012,9.46879,0.101557
1402,-35.6328,8.4508,0.0816428
1403,-30.7455,12.945,0.107257
1404,-34.3954,12.1531,0.0890866
1405,-38.019,11.1643,0.0652563
1406,-29.3937,16.3338,0.112689
1407,-33.0606,15.7556,0.096362
1408,-36.7101,15.0095,0.0745859
1409,-40.3359,14.0665,0.0465958
1410,-27.963,19.6366,0.117762
1411,-31.6352,19.2583,0.103317
1412,-35.2978,18.739,0.0837266
1413,-38.9456,18.0564,0.0581305
1414,-42.5722,17.1796,0.0258218
1415,-26.4599,22.8558,0.122408
1416,-30.1265,22.6629,0.109825
1417,-33.79,22.3534,0.0924809
1418,-37.446,21.911,0.0694448
1419,-41.0896,21.3126,0.0399064
1420,-44.7147,20.5269,0.00321706
1421,-24.8908,25.9949,0.126587
1422,-28.5415,25.9724,0.115791
1423,-32.1945,25.8551,0.100685
1424,-35.8462,25.6318,0.0802883
1425,-39.4922,25.2866,0.0537182
1426,-43.1281,24.7971,0.0202166
1427,-46.7484,24.132,-0.0208087
1428,-23.262,29.0578,0.130289
1429,-26.8875,29.1907,0.121153
1430,-30.5197,29.2479,0.10821
1431,-34.1552,29.2227,0.0904524
1432,-37.7907,29.105,0.0669448
1433,-41.4221,28.8801,0.0368556
1434,-45.0456,28.5273,-0.000518787
1435,-48.6563,28.0172,-0.045714
1436,-21.5795,32.0493,0.133532
1437,-25.1716,32.3227,0.125886
1438,-28.7735,32.5368,0.11497
1439,-32.3825,32.6889,0.0997723
1440,-35.9954,32.7735,0.0793287
1441,-39.6089,32.7823,0.0527557
1442,-43.2198,32.703,0.0192747
1443,-46.8244,32.518,-0.0217564
1444,-50.4192,32.2017,-0.0708267
1445,-19.8493,34.9744,0.136359
1446,-23.4006,35.3737,0.129997
1447,-26.9641,35.7279,0.120923
1448,-30.5371,36.0371,0.108137
1449,-34.1169,36.2998,0.0906678
1450,-37.7006,36.5127,0.067604
1451,-41.2852,36.6702,0.0381192
1452,-44.8679,36.7633,0.0014957
1453,-48.4458,36.7792,-0.0428514
1454,-52.016,36.6986,-0.0953564
1455,-18.0771,37.8385,0.138839
1456,-21.5813,38.3497,0.133529
1457,-25.0991,38.8277,0.126069
1458,-28.6281,39.275,0.115487
1459,-32.1657,39.693,0.100823
1460,-35.7091,40.0822,0.081161
1461,-39.2557,40.442,0.0556466
1462,-42.803,40.7703,0.0235164
1463,-46.3483,41.0629,-0.0158792
1464,-49.8895,41.3135,-0.0630658
1465,-53.4244,41.5118,-0.118424
1466,-16.2685,40.6474,0.141063
1467,-19.7203,41.257,0.136552
1468,-23.1864,41.8434,0.130447
1469,-26.6643,42.4108,0.121815
1470,-30.1517,42.9629,0.109723
1471,-33.646,43.5029,0.0932649
1472,-37.1446,44.0337,0.0715825
1473,-40.6451,44.5581,0.0438893
1474,-44.1451,45.0782,0.0094927
1475,-47.6424,45.5962,-0.0321887
1476,-51.135,46.1136,-0.0816109
1477,-54.6212,46.6315,-0.139095
1478,-14.4288,43.4069,0.143138
1479,-17.824,44.1022,0.139166
1480,-21.2331,44.7825,0.134135
1481,-24.6541,45.4533,0.127163
1482,-28.0846,46.1199,0.117356
1483,-31.5223,46.7874,0.103834
1484,-34.9646,47.4612,0.0857483
1485,-38.409,48.1472,0.0623107
1486,-41.8533,48.8517,0.0328068
1487,-45.2949,49.5823,-0.00337741
1488,-48.7319,50.3478,-0.0467491
1489,-52.1622,51.1594,-0.0976882
1490,-55.584,52.0314,-0.156443
1491,-12.5632,46.1229,0.145187
1492,-15.8983,46.8919,0.141492
1493,-19.2465,47.6527,0.137244
1494,-22.6058,48.4116,0.131618
1495,-25.9739,49.1748,0.123772
1496,-29.3486,49.9489,0.112859
1497,-32.7276,50.7407,0.0980602
1498,-36.1083,51.5581,0.0785956
1499,-39.4883,52.41,0.0537502
1500,-42.8652,53.307,0.0228898
1501,-46.2364,54.2619,-0.0145184
1502,-49.5997,55.2914,-0.0588985
1503,-52.9526,56.4165,-0.110546
1504,-56.2927,57.6658,-0.169624
1505,-10.6767,48.8014,0.147341
1506,-13.9493,49.6329,0.143665
1507,-17.2335,50.4618,0.139908
1508,-20.5272,51.2947,0.135305
1509,-23.8284,52.1386,0.129069
1510,-27.1351,53.0005,0.120403
1511,-30.445,53.8884,0.108521
1512,-33.7556,54.8111,0.092669
1513,-37.0646,55.7788,0.0721424
1514,-40.3694,56.8036,0.0463051
1515,-43.6673,57.9004,0.0146071
1516,-46.9555,59.0877,-0.0233998
1517,-50.2311,60.3892,-0.0680494
1518,-53.4908,61.836,-0.119545
1519,-56.7309,63.47,-0.17795
1520,-8.77403,51.4486,0.149737
1521,-11.9827,52.3322,0.145835
1522,-15.2005,53.2178,0.142282
1523,-18.4258,54.112,0.138379
1524,-21.6567,55.0221,0.133394
1525,-24.8913,55.9553,0.126586
1526,-28.1274,56.9201,0.117213
1527,-31.363,57.9256,0.104554
1528,-34.5954,58.9825,0.0879301
1529,-37.8224,60.1034,0.0667119
1530,-41.0409,61.3035,0.0403481
1531,-44.2481,62.6017,0.00837233
1532,-47.4407,64.0215,-0.0295768
1533,-50.6147,65.5931,-0.0737381
1534,-53.7657,67.3561,-0.124218
1535,-56.888,69.3635,-0.180967
1536,-6.86004,54.0705,0.152512
1537,-10.004,54.9968,0.148155
1538,-13.1541,55.9286,0.144536
1539,-16.3089,56.8728,0.141016
1540,-19.4668,57.8362,0.136926
1541,-22.6261,58.8262,0.131579
1542,-25.7849,59.8512,0.124285
1543,-28.9412,60.9202,0.114366
1544,-32.0928,62.044,0.101173
1545,-35.2373,63.2347,0.0840974
1546,-38.3719,64.5074,0.0625943
1547,-41.4936,65.8798,0.0361914
1548,-44.5989,67.374,0.00450873
