hudley
0.032756
0.032756
-0.77842
-0.77842
0.309142
0.2656
0.309142
0.2656
0
0
0
0
0.0121576
-0.1537
-0.00455201
-0.316192
-0.181992
-0.0213139
-0.523292
-0.346559
-0.192847
-0.0196329
-0.733309
-0.558423
-0.354381
-0.186294
0
-0.803141
-0.752311
-0.558698
-0.338112
-0.162239
0.0154543
-0.69518
-0.800318
-0.743586
-0.523804
-0.300464
-0.119974
0.0370686
0
-0.695625
-0.804676
-0.70288
-0.457182
-0.246514
-0.0574207
0.0619846
0
-0.534992
-0.742014
-0.79627
-0.619954
-0.369496
-0.178531
0.0105227
0.0835933
0
0
-0.638573
-0.796286
-0.736524
-0.497583
-0.275302
-0.0912043
0.0489296
0.0924707
0
0
-0.568555
-0.759421
-0.789223
-0.604421
-0.362154
-0.177495
0.00854588
0.0814007
0.0814229
0
0
-0.568555
-0.740477
-0.802437
-0.668794
-0.432587
-0.238423
-0.0596513
0.0571506
0.0922039
0.0532156
0
-0.534992
-0.638573
-0.759421
-0.802437
-0.68926
-0.471986
-0.277275
-0.112168
0.0333476
0.0893369
0.0734178
0.0235857
-0.69518
-0.695625
-0.742014
-0.796286
-0.789223
-0.668794
-0.471986
-0.290957
-0.137644
0.0174507
0.0813665
0.0849617
0.0377356
0
-0.803141
-0.800318
-0.804676
-0.79627
-0.736524
-0.604421
-0.432587
-0.277275
-0.137644
0.0119953
0.0755793
0.08966
0.0492268
0
0.0311912
-0.733309
-0.752311
-0.743586
-0.70288
-0.619954
-0.497583
-0.362154
-0.238423
-0.112168
0.0174507
0.0755793
0.0907563
0.0552622
0.0166102
0.0229915
0.0727718
-0.523292
-0.558423
-0.558698
-0.523804
-0.457182
-0.369496
-0.275302
-0.177495
-0.0596513
0.0333476
0.0813665
0.08966
0.0552622
0.0179139
0.0196728
0.0630982
0.126572
-0.316192
-0.346559
-0.354381
-0.338112
-0.300464
-0.246514
-0.178531
-0.0912043
0.00854588
0.0571506
0.0893369
0.0849617
0.0492268
0.0166102
0.0196728
0.0599616
0.119377
0.188146
-0.1537
-0.181992
-0.192847
-0.186294
-0.162239
-0.119974
-0.0574207
0.0105227
0.0489296
0.0814007
0.0922039
0.0734178
0.0377356
0
0.0229915
0.0630982
0.119377
0.18433
0.254316
0.0824753
0.0727745
0.0884583
0.0656191
0.091443
0.0513226
0.0632072
0.0922126
0.0576153
0
0.0661629
0.0922011
0.0597123
0.0176012
0.0229568
0.0737215
0.0913742
0.0576136
0.0176244
0.0216667
0.0704898
0.0835007
0.0882359
0.0513143
0
0.0228757
0.0704464
0.136163
0.0911913
0.0803961
0.0411391
0
0.0269729
0.0751808
0.138915
0.211217
0.0910937
0.0659655
0.0286139
0
0.0350096
0.0848737
0.147117
0.217195
0.285586
0.078588
0.0457469
0.0173088
0.0166624
0.0482779
0.0997825
0.16087
0.228823
0.292569
0.327011
0.0544059
0.0250851
0
0.0282887
0.0677263
0.120143
0.180337
0.245756
0.302811
0.328358
0.311949
0.0276472
0
0.0201595
0.0493959
0.0935915
0.146199
0.20557
0.267026
0.314381
0.328016
0.30432
0.261342
0
0.0185795
0.0421358
0.0796031
0.125656
0.178256
0.23606
0.29047
0.324265
0.323711
0.292625
0.25019
0.212859
0.0216595
0.0436848
0.07669
0.117307
0.163961
0.216229
0.269687
0.312119
0.328544
0.313316
0.276692
0.236585
0.203089
0.172819
0.0536417
0.0838159
0.120051
0.161673
0.208582
0.258044
0.301493
0.326229
0.323373
0.295838
0.257322
0.221444
0.191482
0.161458
0.126599
0.10054
0.133093
0.17047
0.212566
0.257076
0.297417
0.323526
0.326857
0.306784
0.272355
0.236253
0.205492
0.177726
0.146889
0.111868
0.0786346
0.155914
0.189619
0.227212
0.266184
0.300966
0.32367
0.327474
0.311047
0.280471
0.246008
0.215277
0.188601
0.160973
0.128879
0.0950599
0.0662593
0.0466925
0.218269
0.250938
0.283284
0.310423
0.32637
0.326423
0.30999
0.281783
0.249729
0.220328
0.194797
0.169452
0.140336
0.107972
0.0776088
0.0546575
0.0399558
0.0296512
0.28045
0.304238
0.321641
0.328533
0.322351
0.303692
0.276682
0.247315
0.220301
0.196487
0.172972
0.146251
0.115969
0.0859632
0.0614432
0.0447556
0.0337352
0.0242296
0.0143208
0.0089276
0.0179571
0
0.027412
0.0089084
0.00463273
0.0366056
0.0178864
0
0.0112228
0.0481838
0.0272787
0.00887139
0.00461246
0.0196274
0.0656608
0.0363675
0.017771
0
0.0111237
0.0261115
0.090051
0.0476645
0.0270792
0.0088157
0.00458215
0.0194532
0.0298492
0.11865
0.0645476
0.0360329
0.0176061
0
0.0109827
0.0259367
0.0333304
0.146949
0.0880802
0.0469693
0.0268043
0.008739
0.00454071
0.0192119
0.0296941
0.0402721
0.171907
0.115821
0.0631
0.0355884
0.0173844
0
0.0107939
0.0256966
0.0330055
0.0530337
0.193825
0.143535
0.085543
0.0460797
0.0264411
0.00863841
0.00448695
0.0188911
0.0294882
0.0393603
0.0715403
0.215458
0.168145
0.112183
0.0612848
0.0350185
0.017097
0
0.0105505
0.0253753
0.0326114
0.0510558
0.0940776
0.239361
0.189507
0.139125
0.0823796
0.0449802
0.0259752
0.00851061
0.00441964
0.0184765
0.0292199
0.0382809
0.0681529
0.118818
0.26561
0.20984
0.163295
0.107622
0.059085
0.034308
0.0167345
0
0.0102462
0.0249533
0.0321512
0.048711
0.0891171
0.144713
0.291412
0.231564
0.184096
0.133534
0.078555
0.0436635
0.0253911
0.00835268
0.004338
0.0179529
0.0288736
0.0370596
0.0641136
0.112165
0.171286
0.312537
0.255347
0.203121
0.15712
0.102052
0.0565067
0.0334417
0.016288
0
0.00987492
0.0244066
0.0316312
0.0460447
0.08318
0.136135
0.197868
0.325378
0.279565
0.222503
0.177361
0.126592
0.074075
0.0421298
0.0246729
0.00816194
0.00424179
0.0173043
0.0284269
0.0357433
0.0594724
0.104216
0.160474
0.223104
0.328356
0.301203
0.2433
0.195179
0.14935
0.0954415
0.0535805
0.0324042
0.0157489
0
0.00943276
0.0237058
0.0310551
0.0431529
0.0762921
0.125972
0.184697
0.245074
0.322179
0.317373
0.264885
0.212259
0.168984
0.118158
0.0689972
0.0403857
0.0238036
0.00793621
0.00413067
0.0165149
0.0278468
0.034395
0.0543557
0.0949624
0.147775
0.207961
0.261943
0.326445
0.317373
0.285417
0.301203
0.264885
0.22978
0.279565
0.2433
0.212259
0.185768
0.255347
0.222503
0.195179
0.168984
0.139695
0.231564
0.203121
0.177361
0.14935
0.118158
0.0878242
0.20984
0.184096
0.15712
0.126592
0.0954415
0.0689972
0.050362
0.189507
0.163295
0.133534
0.102052
0.074075
0.0535805
0.0403857
0.0311773
0.168145
0.139125
0.107622
0.078555
0.0565067
0.0421298
0.0324042
0.0238036
0.0151088
0.143535
0.112183
0.0823796
0.059085
0.0436635
0.0334417
0.0246729
0.0157489
0.00793621
0
0.115821
0.085543
0.0612848
0.0449802
0.034308
0.0253911
0.016288
0.00816194
0
0.00413067
0.00891705
0.0880802
0.0631
0.0460797
0.0350185
0.0259752
0.0167345
0.00835268
0
0.00424179
0.00943276
0.0165149
0.0228158
0.0645476
0.0469693
0.0355884
0.0264411
0.017097
0.00851061
0
0.004338
0.00987492
0.0173043
0.0237058
0.0278468
0.0304164
0.0476645
0.0360329
0.0268043
0.0173844
0.00863841
0
0.00441964
0.0102462
0.0179529
0.0244066
0.0284269
0.0310551
0.034395
0.0401783
0.0363675
0.0270792
0.0176061
0.008739
0
0.00448695
0.0105505
0.0184765
0.0249533
0.0288736
0.0316312
0.0357433
0.0431529
0.0543557
0.0685809
0.0272787
0.017771
0.0088157
0
0.00454071
0.0107939
0.0188911
0.0253753
0.0292199
0.0321512
0.0370596
0.0460447
0.0594724
0.0762921
0.0949624
0.114198
0.0178864
0.00887139
0
0.00458215
0.0109827
0.0192119
0.0256966
0.0294882
0.0326114
0.0382809
0.048711
0.0641136
0.08318
0.104216
0.125972
0.147775
0.169189
0.0089084
0
0.00461246
0.0111237
0.0194532
0.0259367
0.0296941
0.0330055
0.0393603
0.0510558
0.0681529
0.0891171
0.112165
0.136135
0.160474
0.184697
0.207961
0.229057
0
0.00463273
0.0112228
0.0196274
0.0261115
0.0298492
0.0333304
0.0402721
0.0530337
0.0715403
0.0940776
0.118818
0.144713
0.171286
0.197868
0.223104
0.245074
0.261943
0.272601
0.00464328
0.0112835
0.0197434
0.0262327
0.0299622
0.0335872
0.0410089
0.0546387
0.074289
0.0981048
0.124252
0.151789
0.180265
0.208721
0.235134
0.256779
0.271185
0.277057
0.274664
0.254316
0.322179
0.188146
0.28045
0.328356
0.126572
0.218269
0.304238
0.325378
0.0727718
0.155914
0.250938
0.321641
0.312537
0.0311912
0.10054
0.189619
0.283284
0.328533
0.291412
0
0.0536417
0.133093
0.227212
0.310423
0.322351
0.26561
0.0235857
0.0216595
0.0838159
0.17047
0.266184
0.32637
0.303692
0.239361
0.0532156
0
0.0436848
0.120051
0.212566
0.300966
0.326423
0.276682
0.215458
0.0814229
0.0276472
0.0185795
0.07669
0.161673
0.257076
0.32367
0.30999
0.247315
0.193825
0.0924707
0.0544059
0
0.0421358
0.117307
0.208582
0.297417
0.327474
0.281783
0.220301
0.171907
0.0835933
0.078588
0.0250851
0.0201595
0.0796031
0.163961
0.258044
0.323526
0.311047
0.249729
0.196487
0.146949
0.0619846
0.0910937
0.0457469
0
0.0493959
0.125656
0.216229
0.301493
0.326857
0.280471
0.220328
0.172972
0.11865
0.0370686
0.0911913
0.0659655
0.0173088
0.0282887
0.0935915
0.178256
0.269687
0.326229
0.306784
0.246008
0.194797
0.146251
0.090051
0.0154543
0.0835007
0.0803961
0.0286139
0.0166624
0.0677263
0.146199
0.23606
0.312119
0.323373
0.272355
0.215277
0.169452
0.115969
0.0656608
0
0.0737215
0.0882359
0.0411391
0
0.0482779
0.120143
0.20557
0.29047
0.328544
0.295838
0.236253
0.188601
0.140336
0.0859632
0.0481838
-0.0196329
0.0661629
0.0913742
0.0513143
0
0.0350096
0.0997825
0.180337
0.267026
0.324265
0.313316
0.257322
0.205492
0.160973
0.107972
0.0614432
0.0366056
-0.0213139
0.0632072
0.0922011
0.0576136
0
0.0269729
0.0848737
0.16087
0.245756
0.314381
0.323711
0.276692
0.221444
0.177726
0.128879
0.0776088
0.0447556
0.027412
-0.00455201
0.0656191
0.0922126
0.0597123
0.0176244
0.0228757
0.0751808
0.147117
0.228823
0.302811
0.328016
0.292625
0.236585
0.191482
0.146889
0.0950599
0.0546575
0.0337352
0.0179571
0.0121576
0.0727745
0.091443
0.0576153
0.0176012
0.0216667
0.0704464
0.138915
0.217195
0.292569
0.328358
0.30432
0.25019
0.203089
0.161458
0.111868
0.0662593
0.0399558
0.0242296
0.0089276
0.0143208
0
0.0296512
0.0144923
0
0.0466925
0.0299843
0.0146542
0
0.0786346
0.0474553
0.0302947
0.0148032
0
0.126599
0.080555
0.0481744
0.0305759
0.0149362
0
0.172819
0.129421
0.0823304
0.0488305
0.0308226
0.0150505
0
0.212859
0.175582
0.131933
0.0839126
0.0494064
0.0310304
0.0151443
0
0.261342
0.216151
0.177982
0.134086
0.085262
0.049887
0.0311957
0.015216
0
0.311949
0.266071
0.219047
0.179987
0.135847
0.0863474
0.0502592
0.0313157
0.0152644
0
0.327011
0.315564
0.270076
0.22147
0.181574
0.137189
0.0871417
0.0505131
0.0313884
0.0152888
0
0.285586
0.325286
0.318254
0.27327
0.223352
0.182721
0.138093
0.0876261
0.0506417
0.0314128
0.0152888
0
0.211217
0.278472
0.323459
0.320131
0.275589
0.224639
0.183416
0.138549
0.0877894
0.0506417
0.0313884
0.0152644
0
0.136163
0.202575
0.272793
0.32188
0.321303
0.276993
0.225292
0.183648
0.138549
0.0876261
0.0505131
0.0313157
0.015216
0
0.0704898
0.128398
0.196322
0.26885
0.320821
0.321865
0.277463
0.225292
0.183416
0.138093
0.0871417
0.0502592
0.0311957
0.0151443
0
0.0229568
0.0641922
0.123206
0.19254
0.266833
0.32045
0.321865
0.276993
0.224639
0.182721
0.137189
0.0863474
0.049887
0.0310304
0.0150505
0
0
0.0200837
0.0604647
0.120605
0.191273
0.266833
0.320821
0.321303
0.275589
0.223352
0.181574
0.135847
0.085262
0.0494064
0.0308226
0.0149362
0
0.0513226
0.0175642
0.0187989
0.0592342
0.120605
0.19254
0.26885
0.32188
0.320131
0.27327
0.22147
0.179987
0.134086
0.0839126
0.0488305
0.0305759
0.0148032
0
0.0884583
0.0543829
0.0182144
0.0187989
0.0604647
0.123206
0.196322
0.272793
0.323459
0.318254
0.270076
0.219047
0.177982
0.131933
0.0823304
0.0481744
0.0302947
0.0146542
0
0.0824753
0.0892098
0.0543829
0.0175642
0.0200837
0.0641922
0.128398
0.202575
0.278472
0.325286
0.315564
0.266071
0.216151
0.175582
0.129421
0.080555
0.0474553
0.0299843
0.0144923
0
0.0084304
0.00855726
0.0218921
0.00867456
0.0221376
0.029803
0.00877971
0.0223569
0.0299602
0.0376868
0.0088706
0.0225469
0.0301
0.0382645
0.0613156
0.00894537
0.022705
0.0302204
0.0387961
0.0630072
0.102189
0.00900268
0.0228296
0.0303195
0.0392619
0.0644998
0.104931
0.152654
0.00904149
0.0229193
0.0303955
0.039645
0.0657511
0.107265
0.156242
0.2092
0.00906108
0.0229735
0.0304469
0.0399301
0.0667228
0.10914
0.159216
0.213361
0.259991
0.00906108
0.0229916
0.0304729
0.0401059
0.0673867
0.110508
0.161505
0.216656
0.262905
0.276377
0.00904149
0.0229735
0.0304729
0.0401655
0.0677236
0.111343
0.16306
0.219038
0.264982
0.275414
0.240765
0.00900268
0.0229193
0.0304469
0.0401059
0.0677236
0.111624
0.163845
0.220476
0.266308
0.274483
0.235906
0.17312
0.00894537
0.0228296
0.0303955
0.0399301
0.0673867
0.111343
0.163845
0.220957
0.266951
0.273823
0.2325
0.167484
0.109584
0.0088706
0.022705
0.0303195
0.039645
0.0667228
0.110508
0.16306
0.220476
0.266951
0.273587
0.230748
0.164089
0.105505
0.0589854
0.00877971
0.0225469
0.0302204
0.0392619
0.0657511
0.10914
0.161505
0.219038
0.266308
0.273823
0.230748
0.162954
0.10348
0.0555891
-0.0116581
0.00867456
0.0223569
0.0301
0.0387961
0.0644998
0.107265
0.159216
0.216656
0.264982
0.274483
0.2325
0.164089
0.10348
0.0544364
-0.00276271
-0.265425
0.00855726
0.0221376
0.0299602
0.0382645
0.0630072
0.104931
0.156242
0.213361
0.262905
0.275414
0.235906
0.167484
0.105505
0.0555891
-0.00276271
-0.274305
-0.579672
0.0084304
0.0218921
0.029803
0.0376868
0.0613156
0.102189
0.152654
0.2092
0.259991
0.276377
0.240765
0.17312
0.109584
0.0589854
-0.0116581
-0.265425
-0.579672
-0.831523
0.00829699
0.021625
0.029631
0.0370841
0.0594767
0.0991052
0.14853
0.204241
0.25616
0.277066
0.246763
0.180938
0.115777
0.0644504
0
-0.239355
-0.55845
-0.824282
-0.905508
0.242443
0.261851
0.18733
0.274336
0.216752
0.132075
0.276728
0.244834
0.161474
0.0881084
0.267514
0.266559
0.195431
0.113315
0.0489616
0.247616
0.276848
0.230183
0.144564
0.0752519
0
0.220158
0.272571
0.259289
0.18216
0.10305
0.0379343
-0.170041
0.189146
0.254112
0.275532
0.222192
0.136972
0.0695767
-0.0240137
-0.375186
0.157784
0.225364
0.274109
0.256463
0.178552
0.100925
0.0360208
-0.177472
-0.57983
0.127639
0.191791
0.255214
0.275452
0.223047
0.138934
0.0719198
-0.0110777
-0.351049
-0.745972
0.0992745
0.157817
0.224028
