sol_lon;latitude;insol
2;4.0;176.41096263543022
2;5.0;176.24025578600106
2;6.0;176.01587621607658
2;7.0;175.73789233334944
2;8.0;175.40638888519857
2;9.0;175.02146693311764
2;10.0;174.58324382221554
2;11.0;174.0918531458008
2;12.0;173.54744470506213
2;13.0;172.95018446386143
2;14.0;172.3002544986548
2;15.0;171.59785294356087
2;16.0;170.84319393059732
2;17.0;170.03650752510768
2;18.0;169.17803965640357
2;19.0;168.2680520436492
2;20.0;167.30682211701668
2;21.0;166.2946429341439
2;22.0;165.23182309192825
2;23.0;164.1186866336918
2;24.0;162.95557295175746
2;25.0;161.74283668547625
2;26.0;160.48084761475056
2;27.0;159.1699905491
2;28.0;157.81066521232145
2;29.0;156.40328612279515
2;30.0;154.9482824694973
2;31.0;153.44609798377923
2;32.0;151.89719080698086
2;33.0;150.30203335395046
2;34.0;148.6611121725475
2;35.0;146.97492779921387
2;36.0;145.2439946107042
2;37.0;143.46884067207492
2;38.0;141.65000758104236
2;39.0;139.78805030882867
2;40.0;137.88353703762957
2;41.0;135.93704899485172
2;42.0;133.94918028428327
2;43.0;131.920537714385
2;44.0;129.8517406239096
2;45.0;127.74342070508806
2;46.0;125.59622182465559
2;47.0;123.41079984302978
2;48.0;121.18782243200462
2;49.0;118.92796889138386
2;50.0;116.63192996505063
2;51.0;114.30040765706114
2;52.0;111.93411504846115
2;53.0;109.53377611566346
2;54.0;107.10012555139598
2;55.0;104.63390858944801
2;56.0;102.13588083471633
2;57.0;99.60680810040073
2;58.0;97.04746625464509
2;59.0;94.45864107949767
2;60.0;91.84112814580926
2;61.0;89.19573270867208
2;62.0;86.52326962929499
2;63.0;83.82456333093958
2;64.0;81.10044779886677
2;65.0;78.35176663740585
2;66.0;75.57937320160941
2;67.0;72.78413082700929
2;68.0;69.96691318952132
2;69.0;67.12860483973908
2;70.0;64.27010197354106
2;71.0;61.39231352701011
2;72.0;58.496162722790906
2;73.0;55.58258925489097
2;74.0;52.652552392549495
2;75.0;49.70703543370908
2;76.0;46.74705218512889
2;77.0;43.773656563799015
2;78.0;40.787957146119666
2;79.0;37.79113982402825
2;80.0;34.78450426456302
2;81.0;31.769524957049597
2;82.0;28.74795847974383
2;83.0;25.72204352390547
2;84.0;22.69490286831841
2;85.0;19.671433538441796
2;86.0;16.660555062608548
2;87.0;13.682079859832214
2;88.0;10.795373942899083
2;89.0;8.340830942951312
2;90.0;8.162227243298775
3;-90.0;0.0
3;-89.0;0.0
3;-88.0;1.3162066596038886
3;-87.0;3.9461409477813696
3;-86.0;6.805875387870795
3;-85.0;9.750405589780916
3;-84.0;12.734462363387285
3;-83.0;15.73868738028184
3;-82.0;18.753078933717273
3;-81.0;21.771713450651458
3;-80.0;24.79068350018545
3;-79.0;27.80717401301393
3;-78.0;30.819004876203266
3;-77.0;33.824386387732275
3;-76.0;36.82178030661631
3;-75.0;39.80981689601824
3;-74.0;42.7872433244684
3;-73.0;45.75289044993763
3;-72.0;48.70565080710804
3;-71.0;51.6444636544397
3;-70.0;54.56830460140049
3;-69.0;57.476178284093315
3;-68.0;60.367113116223045
3;-67.0;63.240157481724616
3;-66.0;66.09437694711013
3;-65.0;68.92885220690427
3;-64.0;71.74267756389305
3;-63.0;74.53495980475202
3;-62.0;77.30481737150639
3;-61.0;80.05137975676247
3;-60.0;82.77378706987467
3;-59.0;85.47118973484693
3;-58.0;88.14274829056306
3;-57.0;90.78763327105843
3;-56.0;93.40502514877994
3;-55.0;95.99411432766571
3;-54.0;98.55410117578901
3;-53.0;101.08419608951652
3;-52.0;103.58361958281075
3;-51.0;106.05160239660187
3;-50.0;108.4873856241545
3;-49.0;110.8902208491398
3;-48.0;113.25937029373522
3;-47.0;115.59410697456296
3;-46.0;117.89371486466338
3;-45.0;120.15748906001001
3;-44.0;122.38473594932202
3;-43.0;124.57477338613138
3;-42.0;126.72693086222635
3;-41.0;128.84054968172674
3;-40.0;130.9149831351567
3;-39.0;132.9495966729721
3;-38.0;134.94376807807382
3;-37.0;136.89688763690256
3;-36.0;138.80835830876185
3;-35.0;140.67759589306138
3;-34.0;142.50402919420858
3;-33.0;144.28710018390976
3;-32.0;146.02626416066667
3;-31.0;147.7209899062795
3;-30.0;149.370759839186
3;-29.0;150.9750701644827
3;-28.0;152.53343102049118
3;-27.0;154.04536662174203
3;-26.0;155.5104153982637
3;-25.0;156.9281301310706
3;-24.0;158.29807808375492
3;-23.0;159.61984113009402
3;-22.0;160.89301587759238
3;-21.0;162.11721378688273
3;-20.0;163.29206128691712
3;-19.0;164.4171998858836
3;-18.0;165.49228627778868
3;-17.0;166.51699244465007
3;-16.0;167.49100575424822
3;-15.0;168.41402905338865
3;-14.0;169.28578075663046
3;-13.0;170.10599493043995
3;-12.0;170.8744213727305
3;-11.0;171.59082568775338
3;-10.0;172.25498935630708
3;-9.0;172.866709801234
3;-8.0;173.4258004481778
3;-7.0;173.93209078157489
3;-6.0;174.38542639585845
3;-5.0;174.78566904185246
3;-4.0;175.13269666833878
3;-3.0;175.4264034587801
3;-2.0;175.666699863184
3;-1.0;175.853512625097
3;0.0;175.986784803718
3;1.0;176.0664757911222
3;2.0;176.09256132459095
3;3.0;176.0650334940423
3;4.0;175.98390074456094
3;5.0;175.84918787402714
3;6.0;175.66093602584678
3;7.0;175.41920267678748
3;8.0;175.1240616199254
3;9.0;174.7756029427123
3;10.0;174.37393300017322
3;11.0;173.91917438324688
3;12.0;173.41146588228347
3;13.0;172.85096244571787
3;14.0;172.23783513393707
3;15.0;171.5722710683634
3;16.0;170.85447337577884
3;17.0;170.08466112791635
3;18.0;169.26306927634894
3;19.0;168.38994858270806
3;20.0;167.4655655442678
3;21.0;166.49020231493327
3;22.0;165.46415662167502
3;23.0;164.38774167645653
3;24.0;163.2612860837031
3;25.0;162.08513374336803
3;26.0;160.8596437496531
3;27.0;159.58519028544836
3;28.0;158.26216251256105
3;29.0;156.8909644578081
3;30.0;155.47201489505667
3;31.0;154.00574722330126
3;32.0;152.4926093408789
3;33.0;150.93306351592972
3;34.0;149.32758625322438
3;35.0;147.6766681574916
3;36.0;145.98081379339322
3;37.0;144.2405415423133
3;38.0;142.45638345614478
3;39.0;140.62888510828276
3;40.0;138.75860544205878
3;41.0;136.84611661688263
3;42.0;134.89200385239596
3;43.0;132.8968652709851
3;44.0;130.86131173905375
3;45.0;128.7859667075198
3;46.0;126.6714660520738
3;47.0;124.51845791383039
3;48.0;122.32760254111139
3;49.0;120.09957213323628
3;50.0;117.83505068735712
3;51.0;115.53473384957954
3;52.0;113.19932877185772
3;53.0;110.82955397646435
3;54.0;108.42613923021993
3;55.0;105.98982543115575
3;56.0;103.52136451089638
3;57.0;101.02151935683234
3;58.0;98.49106375915488
3;59.0;95.93078238911852
3;60.0;93.3414708165792
3;61.0;90.72393557705925
3;62.0;88.07899430150515
3;63.0;85.40747592578812
3;64.0;82.71022100223159
3;65.0;79.98808214256894
3;66.0;77.24192463152939
3;67.0;74.47262726388506
3;68.0;71.68108347701762
3;69.0;68.86820287854927
3;70.0;66.03491330846931
3;71.0;63.18216363402967
3;72.0;60.31092756403719
3;73.0;57.42220890448295
3;74.0;54.51704888918542
3;75.0;51.59653655850275
3;76.0;48.66182371787861
3;77.0;45.71414695585222
3;78.0;42.75486086493311
3;79.0;39.785489644994264
3;80.0;36.807810064438236
3;81.0;33.823990414012705
3;82.0;30.836835055870907
3;83.0;27.85024183205508
3;84.0;24.870125847966857
3;85.0;21.9064814665086
3;86.0;18.978660798276
3;87.0;16.13192794350766
3;88.0;13.511283331885997
3;89.0;12.200651610347187
3;90.0;12.202509925886536
4;-90.0;0.0
4;-89.0;0.0
4;-88.0;0.35902217258708286
4;-87.0;2.5715139730010663
4;-86.0;5.247568331623319
4;-85.0;8.083921834665574
4;-84.0;10.995307546314827
4;-83.0;13.946760539633864
4;-82.0;16.92082785121293
4;-81.0;19.907555555063933
4;-80.0;22.90065902269191
4;-79.0;25.89582804721555
4;-78.0;28.889894134567268
4;-77.0;31.880387615014087
4;-76.0;34.86528688174163
4;-75.0;37.842869026776675
4;-74.0;40.811617062393275
4;-73.0;43.77016022390967
4;-72.0;46.71723439037182
4;-71.0;49.65165516107945
4;-70.0;52.57229913155992
4;-69.0;55.478090620808096
4;-68.0;58.367992106497915
4;-67.0;61.24099723426124
4;-66.0;64.09612564679567
4;-65.0;66.9324191208999
4;-64.0;69.74893865861715
4;-63.0;72.54476228384678
4;-62.0;75.31898336703108
4;-61.0;78.07070934958412
4;-60.0;80.79906077402636
4;-59.0;83.50317055009884
4;-58.0;86.18218340458498
4;-57.0;88.8352554752506
4;-56.0;91.46155401862994
4;-55.0;94.0602572083016
4;-54.0;96.63055400548261
4;-53.0;99.17164408768832
4;-52.0;101.68273782419787
4;-51.0;104.16305628936254
4;-50.0;106.61183130657723
4;-49.0;109.02830551712361
4;-48.0;111.41173246918727
4;-47.0;113.76137672321188
4;-46.0;116.07651397044249
4;-45.0;118.3564311620575
4;-44.0;120.60042664673155
4;-43.0;122.80781031482913
4;-42.0;124.97790374771834
4;-41.0;127.11004037093251
4;-40.0;129.20356561010183
4;-39.0;131.25783704873703
4;-38.0;133.27222458708107
4;-37.0;135.24611060135476
4;-36.0;137.1788901028147
4;-35.0;139.0699708961191
4;-34.0;140.91877373656288
4;-33.0;142.72473248579732
4;-32.0;144.48729426569784
4;-31.0;146.2059196100812
4;-30.0;147.88008261400984
4;-29.0;149.50927108044814
4;-28.0;151.09298666406184
4;-27.0;152.63074501197266
4;-26.0;154.12207590130063
4;-25.0;155.5665233733405
4;-24.0;156.96364586423636
4;-23.0;158.31301633202781
4;-22.0;159.61422237995507
4;-21.0;160.86686637591848
4;-20.0;162.07056556799805
4;-19.0;163.2249521959452
4;-18.0;164.32967359856727
4;-17.0;165.3843923169311
4;-16.0;166.3887861933179
4;-15.0;167.3425484658675
4;-14.0;168.24538785885375
4;-13.0;169.0970286685389
4;-12.0;169.89721084455797
4;-11.0;170.6456900667878
4;-10.0;171.3422378176609
4;-9.0;171.98664144988416
4;-8.0;172.5787042495309
4;-7.0;173.1182454944718
4;-6.0;173.6051005081188
4;-5.0;174.03912070845476
4;-4.0;174.42017365232695
4;-3.0;174.7481430749842
4;-2.0;175.02292892483925
4;-1.0;175.24444739344247
4;0.0;175.41263094065403
4;1.0;175.52742831500356
4;2.0;175.58880456923137
4;3.0;175.59674107100435
4;4.0;175.55123550880498
4;5.0;175.4523018929923
4;6.0;175.29997055203728
4;7.0;175.09428812393728
4;8.0;174.83531754281606
4;9.0;174.52313802071964
4;10.0;174.1578450246195
4;11.0;173.739550248639
4;12.0;173.2683815815194
4;13.0;172.74448306934687
4;14.0;172.16801487356406
4;15.0;171.53915322429216
4;16.0;170.85809036899403
4;17.0;170.12503451651165
4;18.0;169.3402097765147
4;19.0;168.50385609440153
4;20.0;167.6162291816979
4;21.0;166.677600442003
4;22.0;165.68825689253794
4;23.0;164.64850108135605
4;24.0;163.55865100028203
4;25.0;162.41903999365195
4;26.0;161.23001666293348
4;27.0;159.99194476731478
4;28.0;158.70520312035822
4;29.0;157.37018548282495
4;30.0;155.98730045178976
4;31.0;154.55697134617444
4;32.0;153.07963608884714
4;33.0;151.55574708544748
4;34.0;149.98577110011885
4;35.0;148.37018912834995
4;36.0;146.7094962671537
4;37.0;145.00420158283922
4;38.0;143.25482797666922
4;39.0;141.46191204873276
4;40.0;139.62600396041108
4;41.0;137.74766729586932
4;42.0;135.8274789230724
4;43.0;133.86602885489978
4;44.0;131.8639201110282
4;45.0;129.82176858135892
4;46.0;127.74020289190356
4;47.0;125.61986427419849
4;48.0;123.46140643951564
4;49.0;121.26549545937452
4;50.0;119.03280965414994
4;51.0;116.7640394919277
4;52.0;114.4598875002035
4;53.0;112.12106819356806
4;54.0;109.74830802120992
4;55.0;107.3423453389288
4;56.0;104.90393041144593
4;57.0;102.43382545218691
4;58.0;99.9328047094943
4;59.0;97.40165461052648
4;60.0;94.84117397708987
4;61.0;92.25217433157282
4;62.0;89.63548031633252
4;63.0;86.9919302568032
4;64.0;84.32237690791112
4;65.0;81.62768843606463
4;66.0;78.90874970644148
4;67.0;76.16646396960645
4;68.0;73.4017550757887
4;69.0;70.61557039420866
4;70.0;67.80888468609126
4;71.0;64.98270528518151
4;72.0;62.1380790976616
4;73.0;59.27610217570424
4;74.0;56.39793299856469
4;75.0;53.504811204502744
4;76.0;50.59808452171438
4;77.0;47.67924835466533
4;78.0;44.75000548786873
4;79.0;41.81235887060866
4;80.0;38.86876098670096
4;81.0;35.92236462114422
4;82.0;32.97746575338397
4;83.0;30.040336270446517
4;84.0;27.120918846699528
4;85.0;24.236656687207912
4;86.0;21.42250645681216
4;87.0;18.763728327993334
4;88.0;16.563580452032742
4;89.0;16.21196613847005
4;90.0;16.21443542859984
5;-90.0;0.0
5;-89.0;0.0
5;-88.0;0.0
5;-87.0;1.4246052261652473
5;-86.0;3.848570109021384
5;-85.0;6.542972394878677
5;-84.0;9.360947592446903
5;-83.0;12.245411378358972
5;-82.0;15.168719773665545
5;-81.0;18.11551203022659
5;-80.0;21.076351955523904
5;-79.0;24.044962631307026
5;-78.0;27.016882546115824
5;-77.0;29.988756037736422
5;-76.0;32.957933586454224
5;-75.0;35.92223459449245
5;-74.0;38.87980041200198
5;-73.0;41.82899993178529
5;-72.0;44.76836706162705
5;-71.0;47.69655820463598
5;-70.0;50.61232267843223
5;-69.0;53.51448172353732
5;-68.0;56.40191334693677
5;-67.0;59.27354121229718
5;-66.0;62.12832638875807
5;-65.0;64.96526115287267
5;-64.0;67.78336428755593
5;-63.0;70.58167748756475
5;-62.0;73.3592625931435
5;-61.0;76.11519945059727
5;-60.0;78.84858425243138
5;-59.0;81.55852824785875
5;-58.0;84.24415674186004
5;-57.0;86.90460832086744
5;-56.0;89.53903425774462
5;-55.0;92.14659805957088
5;-54.0;94.7264751298527
5;-53.0;97.27785252292459
5;-52.0;99.79992877297862
5;-51.0;102.29191378375968
5;-50.0;104.75302876774778
5;-49.0;107.18250622582326
5;-48.0;109.57958996011422
5;-47.0;111.94353511407677
5;-46.0;114.27360823492899
5;-45.0;116.56908735441776
5;-44.0;118.82926208458763
5;-43.0;121.05343372577782
5;-42.0;123.24091538452696
5;-41.0;125.39103209943443
5;-40.0;127.50312097333193
5;-39.0;129.57653131036696
5;-38.0;131.61062475680825
5;-37.0;133.6047754445551
5;-36.0;135.55837013647434
5;-35.0;137.47080837281055
