#;S;Ts;a1;a2;a3;a4;a5;a6;airHeatCap;albedo;atm_press;azim;cfc_column;ch4_column;co2_atmpres_share;co2_column;distanceFromPlanetCenter;div_Ts;div_cfc;div_ch4;div_co2;div_nh3;emissivity;frozenCO2;h20_column;h20ice_column;height;height_diff;id_cell;latitude;location;longitude;merid_wind;n1;n2;n2_atmpres_share;n2_column;n3;n4;n5;n6;name;neigh;neighbours;next_step_co2_column;nextstep_cfc_column;nextstep_ch4_column;nextstep_nh3_column;nh3_column;o3_columnpres;pCFC;pCH4;pCO2;pN2;pNH3;ppH2O;prevTs;regolithCO2inv;sh;solarZenithAngle;spec;sunMarsDist;tCFC;tCH4;tCO2;tH2O;tN2;tNH3;temp;thermFluxToSpace;x;y;z;zonal_wind
2135;1.0;193.43967905938086;128;69;193;13;252;308;737.992249;0.12071;490.232025;[13,69,128,193,252,308];0.0;0.0;0.9634;127.76944957798068;3395679.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006864;0.000213;1954.80835;32.59875433333332;2136;-20.527201;{128.705002,-20.527201,0.0};128.705002;0.0;2119;2120;0.017061;1.439333;2135;2137;2153;2154;'cell2135';[2137,2120,2119,2135,2153,2154];[cell[2118],cell[2119],cell[2134],cell[2136],cell[2152],cell[2153]];127.76944957798068;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.004765841301622;0.0000535541265308;0.0;0.0000002633181852;193.399124;1000.0;polygon ([{130.1464995,-21.566501000000002,0.0},{127.296501,-19.4765005,0.0},{126.8414995,-21.091950500000003,0.0},{129.121498,-18.8803505,0.0},{128.283001,-22.1778005,0.0},{130.526001,-19.8868505,0.0},{130.1464995,-21.566501000000002,0.0}]);159.472794;0;1.557781;0.0;0.0;0.00000842209092691;0.0;0.0;0.0;193.399124;79.881271;0.730824;-0.585611;-0.350651;-0.0
883;1.0;179.59490842009862;309;248;5;186;72;131;719.561768;0.242222;781.1922;[5,72,131,186,248,309];0.0;0.0;0.965077;203.70430716362608;3381941.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004346;0.004417;-3459.651367;32.574177999999996;884;51.134998;{46.113602,51.134998,0.0};46.113602;1.318433;870;871;0.016321;2.256682;883;885;898;899;'cell883';[883,898,899,885,871,870];[cell[869],cell[870],cell[882],cell[884],cell[897],cell[898]];203.70430716362608;0.0;0.0;0.0;0.0;0.000024;0.0;0.0;0.0075987257563448;0.0000839657211832;0.0;0.0000003260501988;179.557037;1000.0;polygon ([{43.812700500000005,52.279699,0.0},{43.7135505,50.512249,0.0},{46.372551,52.878099500000005,0.0},{45.8549005,49.388698500000004,0.0},{48.6365015,51.6485995,0.0},{48.230701499999995,49.9334485,0.0},{43.812700500000005,52.279699,0.0}]);128.865005;0;1.557781;0.0;0.0;0.000010413841988;0.0;0.0;0.0;179.557037;55.173897;0.45224;0.434994;0.778626;0.186129
1178;1.0;194.4189672861933;273;217;334;155;40;94;739.280518;0.233617;867.240112;[40,94,155,217,273,334];0.0;0.0;0.964519;226.06476499482096;3387396.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011173;0.000195;-4378.026855;32.5312494999999;1179;30.545099;{102.598,30.545099,0.0};102.598;-0.308637;1160;1161;0.016554;2.519863;1178;1180;1198;1199;'cell1178';[1198,1199,1180,1161,1160,1178];[cell[1159],cell[1160],cell[1177],cell[1179],cell[1197],cell[1198]];226.06476499482096;0.0;0.0;0.0;0.0;0.000007;0.0;0.0;0.0084339141865864;0.0000937580545588;0.0;0.0000004229759968;194.380875;1000.0;polygon ([{100.50425,30.632949500000002,0.0},{104.681,30.424298999999998,0.0},{103.924,31.909249,0.0},{103.3834995,29.046549499999998,0.0},{101.7565005,32.0306995,0.0},{101.367001,29.135849999999998,0.0},{100.50425,30.632949500000002,0.0}]);149.454895;0;1.557781;0.0;0.0;0.0000109193395171;0.0;0.0;0.0;194.380875;76.902138;0.840495;-0.187839;0.508217;-2.641876
2979;1.0;185.13128927800798;85;29;141;319;208;260;727.046875;0.237341;822.502319;[29,85,141,208,260,319];0.0;0.0;0.964629;214.32724250753475;3382762.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006073;0.003099;-3925.415039;32.514567000000014;2980;44.5882;{172.195999,44.5882,0.0};172.195999;-0.228799;2961;2962;0.016523;2.384984;2979;2981;2999;3000;'cell2979';[2962,2961,2979,2999,3000,2981];[cell[2960],cell[2961],cell[2978],cell[2980],cell[2998],cell[2999]];214.32724250753475;0.0;0.0;0.0;0.0;0.000021;0.0;0.0;0.0079990509197004;0.0000887395306784;0.0;0.0000003412681072;185.093292;1000.0;polygon ([{174.791496,44.7544005,0.0},{169.654503,44.2591495,0.0},{171.126999,43.0984005,0.0},{170.6729965,45.8064995,0.0},{173.59699999999998,43.3356,0.0},{173.36399849999998,46.06695,0.0},{174.791496,44.7544005,0.0}]);135.411804;0;1.557781;0.0;0.0;0.00001065757263779;0.0;0.0;0.0;185.093292;61.386169;0.096698;-0.705575;0.702006;-0.54791
31;1.0;159.90036081881522;279;212;338;162;37;104;691.56366;0.11963;903.26355;[37,104,162,212,279,338];0.0;0.0;0.968181;235.29537837325725;3377022.75;0.0;0.0;0.0;0.00000000804661106;0.0;0.0;0.00465911687239254;0.000965;0.009716;-4789.286621;32.48055016666679;32;62.500301;{-55.317299,62.500301,0.0};-55.317299;-1.328798;26;27;0.014878;2.599091;31;33;38;39;'cell31';[38,39,33,27,26,31];[cell[25],cell[26],cell[30],cell[32],cell[37],cell[38]];235.29537837325725;0.0;0.0;0.0;0.0;0.00005;0.0;0.0;0.0087865745167544;0.0000967059382916;0.0;0.0000003974143756;159.859787;1000.0;polygon ([{-58.8076495,62.7397495,0.0},{-51.97085,62.09585,0.0},{-53.0021,63.8726025,0.0},{-54.1503485,60.748201,0.0},{-56.8969995,64.211401,0.0},{-57.1982005,61.0589005,0.0},{-58.8076495,62.7397495,0.0}]);117.499702;0;1.557781;0.0;0.0;0.00001112003730575;0.0;0.0;0.0;159.859787;37.366302;-0.3797;0.262747;0.887013;5.193167
3131;1.0;182.73996267271892;101;42;165;345;221;277;723.829895;0.153672;904.726624;[42,101,165,221,277,345];0.0;0.0;0.965155;235.70765408312005;3381030.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004803;0.005551;-4842.091797;32.439127999999826;3132;50.231098;{119.611,50.231098,0.0};119.611;-2.21664;3117;3118;0.016276;2.613918;3131;3133;3147;3148;'cell3131';[3118,3117,3131,3147,3148,3133];[cell[3116],cell[3117],cell[3130],cell[3132],cell[3146],cell[3147]];235.70765408312005;0.0;0.0;0.0;0.0;0.000033;0.0;0.0;0.0087995604900608;0.0000972576153768;0.0;0.0000003852474904;182.700043;1000.0;polygon ([{122.16,49.91539950000001,0.0},{117.008999,50.422899,0.0},{117.79499799999999,48.8358995,0.0},{118.8875005,51.860948500000006,0.0},{120.26150150000001,48.5933,0.0},{121.5975,51.5918485,0.0},{122.16,49.91539950000001,0.0}]);129.768906;0;1.557781;0.0;0.0;0.00001112890029549;0.0;0.0;0.0;182.700043;57.419579;0.55615;-0.316076;0.768631;-0.493003
596;1.0;189.626685954844;301;248;0;59;112;180;733.009766;0.243087;675.923645;[0,59,112,180,248,301];0.0;0.0;0.96365;176.10275755725053;3392472.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010051;0.000275;-1832.276367;32.34588599999995;597;15.8587;{-0.0,15.8587,0.0};-0.0;0.240017;568;569;0.016974;1.979336;592;596;602;603;'cell596';[592,596,602,603,569,568];[cell[567],cell[568],cell[591],cell[595],cell[601],cell[602]];176.10275755725053;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0065715782946772;0.0000736463421536;0.0;0.0000003842056776;189.588837;1000.0;polygon ([{-1.6478,16.8247005,0.0},{-1.632635,15.2091,0.0},{-0.0,17.4446,0.0},{1.6478,16.8247005,0.0},{1.632635,15.2091,0.0},{-0.0,14.27285,0.0},{-1.6478,16.8247005,0.0}]);164.141296;0;1.557781;0.0;0.0;0.00000974615165936;0.0;0.0;0.0;189.588837;70.114601;-0.0;0.961938;0.273267;-2.686966
2491;1.0;178.0361109499387;247;301;180;113;0;59;717.433533;0.269763;765.425049;[0,59,113,180,247,301];0.0;0.0;0.96377;199.44690637384377;3391201.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010735;0.00009;-3166.522461;32.30045566666672;2492;12.687;{180.0,12.687,0.0};180.0;-1.879379;2288;2302;0.016936;2.239427;2478;2493;2507;2508;'cell2491';[2507,2508,2493,2478,2288,2302];[cell[2287],cell[2301],cell[2477],cell[2492],cell[2506],cell[2507]];199.44690637384377;0.0;0.0;0.0;0.0;0.000002;0.0;0.0;0.0074418776766588;0.0000833237040452;0.0;0.00000040277227;177.998978;1000.0;polygon ([{178.378998,12.006599999999999,0.0},{178.3675005,13.623249999999999,0.0},{180.0,11.10112,0.0},{1.6210020000000043,12.006599999999999,0.0},{180.0,14.27285,0.0},{1.6324994999999944,13.623249999999999,0.0},{178.378998,12.006599999999999,0.0}]);167.313004;0;1.557781;0.0;0.0;0.00001031422006935;0.0;0.0;0.0;177.998978;59.138184;0.0;-0.975584;0.219625;-1.532686
3034;1.0;182.1632537293027;65;11;132;189;243;309;723.053833;0.258909;788.647949;[11,65,132,189,243,309];0.0;0.0;0.964627;205.68765312158513;3383299.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00551;0.002978;-3503.340576;32.26672349999997;3035;44.714699;{159.473007,44.714699,0.0};159.473007;2.038527;3001;3002;0.016529;2.288015;3029;3034;3041;3042;'cell3034';[3002,3001,3029,3034,3041,3042];[cell[3000],cell[3001],cell[3028],cell[3033],cell[3040],cell[3041]];205.68765312158513;0.0;0.0;0.0;0.0;0.00002;0.0;0.0;0.0076714831345192;0.000085131546914;0.0;0.0000003158181088;182.125824;1000.0;polygon ([{161.703003,45.442299000000006,0.0},{159.981506,46.51445,0.0},{161.14650699999999,43.64345,0.0},{159.08000149999998,42.9021495,0.0},{157.338005,43.921400000000006,0.0},{157.6705015,45.7315505,0.0},{161.703003,45.442299000000006,0.0}]);135.285309;0;1.557781;0.0;0.0;0.00001045986428208;0.0;0.0;0.0;182.125824;58.096718;0.249177;-0.6655;0.703577;0.141631
178;1.0;183.08765719006811;330;273;39;217;98;151;724.298889;0.144105;837.202698;[39,98,151,217,273,330];0.0;0.0;0.965008;218.24281538795805;3381944.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005259;0.004186;-4168.755859;32.21671516666644;179;47.5457;{5.46794,47.5457,0.0};5.46794;-0.307687;161;162;0.016348;2.419876;178;180;197;198;'cell178';[178,197,198,180,162,161];[cell[160],cell[161],cell[177],cell[179],cell[196],cell[197]];218.24281538795805;0.0;0.0;0.0;0.0;0.000026;0.0;0.0;0.0081428545357328;0.0000900377782576;0.0;0.000000351425782;183.047546;1000.0;polygon ([{4.1773299999999995,49.008499,0.0},{6.6358049999999995,46.06695,0.0},{8.15877,47.2852495,0.0},{4.04069,46.233150499999994,0.0},{7.037834999999999,48.824699499999994,0.0},{2.73397,47.6331995,0.0},{4.1773299999999995,49.008499,0.0}]);132.4543;0;1.557781;0.0;0.0;0.00001074574575807;0.0;0.0;0.0;183.047546;59.563923;0.06432;0.671931;0.737816;-1.287361
788;1.0;194.6887243819194;357;304;66;248;191;136;739.623352;0.139032;507.308685;[66,136,191,248,304,357];0.0;0.0;0.964314;132.2508317968949;3393256.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007926;0.000159;1408.975342;32.17808000000006;789;-28.3622;{10.2921,-28.3622,0.0};10.2921;-0.351195;769;770;0.016643;1.472159;788;790;1401;1403;'cell788';[788,1403,1401,790,770,769];[cell[768],cell[769],cell[787],cell[789],cell[1400],cell[1402]];132.2508317968949;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0049333884638956;0.0000547755032084;0.0;0.000000300823446;194.648514;1000.0;polygon ([{10.1995,-26.7056505,0.0},{11.618549999999999,-29.553850500000003,0.0},{9.880445,-30.1871005,0.0},{8.615639999999999,-28.9655,0.0},{11.9296,-27.718799500000003,0.0},{8.549785,-27.331799500000002,0.0},{10.1995,-26.7056505,0.0}]);151.637802;0;1.557781;0.0;0.0;0.00000855526378457;0.0;0.0;0.0;194.648514;74.35437;0.157219;0.865803;-0.475044;-2.193553
3114;1.0;184.98030216814524;107;48;169;349;226;283;726.845215;0.247974;898.239685;[48,107,169,226,283,349];0.0;0.0;0.964729;234.03245224448548;3383265.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007622;0.002673;-4772.738281;32.1608884999999;3115;42.8652;{126.693001,42.8652,0.0};126.693001;-1.1852;3101;3102;0.016478;2.602072;3114;3116;3129;3130;'cell3114';[3102,3101,3114,3129,3130,3116];[cell[3100],cell[3101],cell[3113],cell[3115],cell[3128],cell[3129]];234.03245224448548;0.0;0.0;0.0;0.0;0.000021;0.0;0.0;0.0087357944400492;0.0000968168541472;0.0;0.000000383052242;184.942581;1000.0;polygon ([{128.920498,42.359249000000005,0.0},{124.3964995,43.2662505,0.0},{124.9445,41.6173,0.0},{126.21549999999999,44.5508005,0.0},{127.1414985,41.17675,0.0},{128.5555,44.0800495,0.0},{128.920498,42.359249000000005,0.0}]);137.134796;0;1.557781;0.0;0.0;0.00001109283448018;0.0;0.0;0.0;184.942581;62.951118;0.58772;-0.437962;0.680275;-0.917946
3271;1.0;172.51076834142867;151;90;205;26;270;330;709.777405;0.29744;424.286163;[26,90,151,205,270,330];0.0;0.0;0.963567;110.80961161947954;3400450.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005871;0.000745;3654.763428;32.147053833333075;3272;6.37168;{-96.633904,6.37168,0.0};-96.633904;-1.312741;3260;3261;0.017034;1.246539;3271;3273;3284;3285;'cell3271';[3273,3261,3260,3271,3284,3285];[cell[3259],cell[3260],cell[3270],cell[3272],cell[3283],cell[3284]];110.80961161947954;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0041266927951668;0.0000463807244964;0.0;0.0000002461654816;172.474426;1000.0;polygon ([{-95.748402,4.7869649999999995,0.0},{-97.563702,7.93723,0.0},{-98.29115300000001,6.359455,0.0},{-95.86575350000001,7.952565,0.0},{-97.36895,4.78222,0.0},{-94.975651,6.37909,0.0},{-95.748402,4.7869649999999995,0.0}]);173.628326;0;1.557781;0.0;0.0;0.00000789354659486;0.0;0.0;0.0;172.474426;45.44886;-0.987169;-0.114811;0.110978;5.717866
855;1.0;175.526185268095;238;185;301;5;59;122;713.974792;0.276027;622.10376;[5,59,122,185,238,301];0.0;0.0;0.963637;162.2020188255352;3393542.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009383;0.000376;-844.615784;32.095398166666634;856;18.0;{31.717501,18.0,0.0};31.717501;1.944897;628;638;0.017001;1.825383;845;855;867;868;'cell855';[855,867,868,638,628,845];[cell[627],cell[637],cell[844],cell[854],cell[866],cell[867]];162.2020188255352;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.006049020360936;0.0000679181205108;0.0;0.0000003631089684;175.489227;1000.0;polygon ([{30.1233005,17.04875,0.0},{31.5582,16.21,0.0},{30.285200500000002,18.823,0.0},{31.883401,19.789749999999998,0.0},{33.3459505,18.92465,0.0},{33.1229505,17.15635,0.0},{30.1233005,17.04875,0.0}]);162.0;0;1.557781;0.0;0.0;0.00000938818391955;0.0;0.0;0.0;175.489227;55.001671;0.5;0.809017;0.309017;-3.270396
1078;1.0;189.70524958152117;265;203;318;140;24;86;733.118896;0.239081;698.042908;[24,86,140,203,265,318];0.0;0.0;0.96438;182.36338347350548;3388959.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009702;0.000166;-2066.70166;31.993367500000165;1079;33.273399;{74.749901,33.273399,0.0};74.749901;2.532409;1066;1067;0.01663;2.033576;1078;1080;1092;1093;'cell1078';[1092,1093,1080,1067,1066,1078];[cell[1065],cell[1066],cell[1077],cell[1079],cell[1091],cell[1092]];182.36338347350548;0.0;0.0;0.0;0.0;0.000004;0.0;0.0;0.0067953354619696;0.0000756644823776;0.0;0.0000003671645968;189.667297;1000.0;polygon ([{72.59650049999999,33.1147495,0.0},{76.917652,33.3948495,0.0},{75.56320199999999,34.7470985,0.0},{76.07605,31.909249,0.0},{73.31715,34.585050499999994,0.0},{73.99269899999999,31.788449,0.0},{72.59650049999999,33.1147495,0.0}]);146.726608;0;1.557781;0.0;0.0;0.00000990233712569;0.0;0.0;0.0;189.667297;69.124771;0.806621;0.219912;0.548635;1.344939
1547;1.0;194.53279869137944;276;219;341;160;38;92;739.420166;0.182896;1068.312256;[38,92,160,219,276,341];0.0;0.0;0.964175;278.49750683138956;3380786.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014283;0.001575;-6546.836914;31.943847500000324;1548;-44.5989;{67.374001,-44.5989,0.0};67.374001;1.772132;1531;1532;0.016723;3.081172;1547;1549;1565;1566;'cell1547';[1565,1566,1549,1532,1531,1547];[cell[1530],cell[1531],cell[1546],cell[1548],cell[1564],cell[1565]];278.49750683138956;0.0;0.0;0.0;0.0;0.000016;0.0;0.0;0.0103909365370896;0.0001146430153072;0.0;0.0000005900381208;194.4935;1000.0;polygon ([{64.98785050000001,-44.423500000000004,0.0},{69.775101,-44.656450500000005,0.0},{68.936001,-43.159799500000005,0.0},{68.1959995,-46.14135,0.0},{66.6269,-43.0462495,0.0},{65.69775050000001,-46.0198005,0.0},{64.98785050000001,-44.423500000000004,0.0}]);135.401108;0;1.557781;0.0;0.0;0.00001200668636322;0.0;0.0;0.0;194.4935;77.476517;0.657238;0.273931;-0.70214;-1.117934
2113;1.0;188.7247403426091;131;72;191;11;255;313;731.819824;0.215689;525.217651;[11,72,131,191,255,313];0.0;0.0;0.963871;136.91532990979826;3390090.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006355;0.000254;1220.997803;31.82776883333338;2114;-39.4883;{127.589996,-39.4883,0.0};127.589996;-0.484557;2098;2099;0.016869;1.533726;2113;2115;2130;2131;'cell2113';[2115,2099,2098,2113,2130,2131];[cell[2097],cell[2098],cell[2112],cell[2114],cell[2129],cell[2130]];136.91532990979826;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0051095352699268;0.0000570662635176;0.0;0.0000002459050284;188.686203;1000.0;polygon ([{129.3689955,-40.670799,0.0},{125.9054985,-38.276451,0.0},{125.3929975,-39.92885,0.0},{128.0159985,-37.7982995,0.0},{127.1414985,-41.17675,0.0},{129.7214965,-38.94865,0.0},{129.3689955,-40.670799,0.0}]);140.511703;0;1.557781;0.0;0.0;0.00000869129173059;0.0;0.0;0.0;188.686203;66.313431;0.611535;-0.470775;-0.635921;-2.295631
3143;1.0;185.9614106406709;102;45;164;344;224;279;728.156372;0.242753;901.422791;[45,102,164,224,279,344];0.0;0.0;0.964598;234.83921003926324;3384894.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0098;0.001041;-4787.070312;31.820637499999975;3144;37.822399;{119.897003,37.822399,0.0};119.897003;-0.903825;3128;3129;0.016539;2.614938;3143;3145;3160;3161;'cell3143';[3129,3128,3143,3160,3161,3145];[cell[3127],cell[3128],cell[3142],cell[3144],cell[3159],cell[3160]];234.83921003926324;0.0;0.0;0.0;0.0;0.000015;0.0;0.0;0.0087665019467444;0.0000972955671288;0.0;0.0000004033675916;185.923553;1000.0;polygon ([{122.05900199999999,37.4435005,0.0},{117.6949995,38.097149,0.0},{118.331001,36.529849999999996,0.0},{119.296501,39.43165,0.0},{120.45750050000001,36.2089005,0.0},{121.546501,39.0958995,0.0},{122.05900199999999,37.4435005,0.0}]);142.177597;0;1.557781;0.0;0.0;0.00001111022085753;0.0;0.0;0.0;185.923553;66.056122;0.684799;-0.393723;0.613215;-1.568807
3923;1.0;191.30317374333595;288;230;347;167;49;105;735.212524;0.216825;451.243439;[49,105,167,230,288,347];0.0;0.0;0.963991;117.70380429874457;3394339.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006044;0.000274;2758.768311;31.768879833333507;3924;-30.445;{-126.112,-30.445,0.0};-126.112;-2.331834;3909;3910;0.016803;1.316031;3923;3925;3939;3940;'cell3923';[3939,3940,3925,3910,3909,3923];[cell[3908],cell[3909],cell[3922],cell[3924],cell[3938],cell[3939]];117.70380429874457;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0043894212026992;0.0000489663550356;0.0;0.0000002350776168;191.264664;1000.0;polygon ([{-128.0814975,-29.8968,0.0},{-124.0929985,-30.904000500000002,0.0},{-124.596001,-29.286199500000002,0.0},{-125.65050149999999,-32.100300000000004,0.0},{-126.5555005,-28.790049500000002,0.0},{-127.6855015,-31.5863,0.0},{-128.0814975,-29.8968,0.0}]);149.555008;0;1.557781;0.0;0.0;0.0000081133786291;0.0;0.0;0.0;191.264664;67.947296;-0.696478;-0.508097;-0.506711;-3.705675
220;1.0;181.89929391813217;339;270;37;216;94;160;722.694946;0.209011;656.294617;[37,94,160,216,270,339];0.0;0.0;0.964418;172.22646456299296;3384673.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004186;0.002976;-1480.199341;31.75139249999995;221;47.6838;{-69.017998,47.6838,0.0};-69.017998;1.854381;215;216;0.016625;1.91521;220;222;227;228;'cell220';[220,227,228,222,216,215];[cell[214],cell[215],cell[219],cell[221],cell[226],cell[227]];172.22646456299296;0.0;0.0;0.0;0.0;0.000015;0.0;0.0;0.0063977257836772;0.000071260367596;0.0;0.0000002664808312;181.860596;1000.0;polygon ([{-69.9324495,49.2136005,0.0},{-71.52269749999999,47.6823005,0.0},{-67.30555000000001,49.149249999999995,0.0},{-70.59709950000001,46.1989005,0.0},{-66.519749,47.5622505,0.0},{-68.1959995,46.14135,0.0},{-69.9324495,49.2136005,0.0}]);132.316208;0;1.557781;0.0;0.0;0.00000964792781951;0.0;0.0;0.0;181.860596;56.708611;-0.628582;0.241064;0.739441;5.216856
666;1.0;180.62985911650748;0;299;60;241;120;180;720.976318;0.284462;573.153259;[0,60,120,180,241,299];0.0;0.0;0.963499;149.48495922012145;3396042.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008459;0.000647;126.213455;31.668276666666664;667;0.0;{18.869699,0.0,0.0};18.869699;1.103173;654;655;0.017059;1.685338;666;668;680;681;'cell666';[654,666,680,681,668,655];[cell[653],cell[654],cell[665],cell[667],cell[679],cell[680]];149.48495922012145;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0055747415206508;0.0000627073821688;0.0;0.0000003388124056;180.59314;1000.0;polygon ([{18.879049000000002,1.744015,0.0},{18.879049000000002,-1.744015,0.0},{20.39645,-0.881325,0.0},{17.3324995,-0.861815,0.0},{20.39645,0.881325,0.0},{17.3324995,0.861815,0.0},{18.879049000000002,1.744015,0.0}]);180.0;0;1.557781;0.0;0.0;0.00000904574432324;0.0;0.0;0.0;180.59314;57.889126;0.323417;0.946256;0.0;-4.443891
52;1.0;151.91585077316938;292;228;354;176;56;120;679.531494;0.0976952;919.002197;[56,120,176,228,292,354];0.0;0.0;0.96957;239.64439994483914;3374997.5;0.0;0.0;0.0;0.000000000670469;0.0;0.0;0.013098380330253;0.000069;0.010149;-5177.48877;31.640055833333157;53;70.077599;{-37.785599,70.077599,0.0};-37.785599;-0.274159;44;45;0.014234;2.62643;52;54;62;63;'cell52';[62,63,54,45,44,52];[cell[43],cell[44],cell[51],cell[53],cell[61],cell[62]];239.64439994483914;0.0;0.0;0.0;0.0;0.000059;0.0;0.0;0.0089411288967308;0.000097723156868;0.0;0.0000003801872568;151.874893;1000.0;polygon ([{-42.5494005,70.7181515,0.0},{-33.638499499999995,69.22449900000001,0.0},{-33.3701495,71.0289995,0.0},{-37.417099,68.26490050000001,0.0},{-38.4366,71.8847505,0.0},{-41.36265,68.9371495,0.0},{-42.5494005,70.7181515,0.0}]);109.922401;0;1.557781;0.0;0.0;0.00001121310938053;0.0;0.0;0.0;151.874893;28.872822;-0.208779;0.269296;0.940155;4.301654
854;1.0;173.39932826933898;301;237;4;185;59;122;711.018066;0.279114;630.50708;[4,59,122,185,237,301];0.0;0.0;0.963671;164.33137512867194;3392677.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009585;0.000337;-1005.292297;31.619536833333292;855;21.5795;{32.049301,21.5795,0.0};32.049301;1.505757;844;845;0.016986;1.848517;854;856;866;867;'cell854';[854,866,867,856,845,844];[cell[843],cell[844],cell[853],cell[855],cell[865],cell[866]];164.33137512867194;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.006130938287438;0.0000687788811292;0.0;0.0000003691738072;173.362457;1000.0;polygon ([{30.5535505,22.4207495,0.0},{33.5118505,20.714399999999998,0.0},{33.7115,22.49005,0.0},{31.883401,19.789749999999998,0.0},{32.186001000000005,23.37555,0.0},{30.451100500000003,20.61275,0.0},{30.5535505,22.4207495,0.0}]);158.420502;0;1.557781;0.0;0.0;0.00000944407401428;0.0;0.0;0.0;173.362457;53.301567;0.493454;0.788183;0.367791;-3.565471
1979;1.0;180.2207462817069;166;109;232;49;346;295;720.41333;0.148632;504.617584;[49,109,166,232,295,346];0.0;0.0;0.964036;131.49543424185407;3386010.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004124;0.0017;1590.162598;31.613016333333462;1980;-53.767101;{158.156998,-53.767101,0.0};158.156998;-0.0;1961;1962;0.016798;1.45445;1979;1981;2024;2033;'cell1979';[1981,1962,1961,1979,2033,2024];[cell[1960],cell[1961],cell[1978],cell[1980],cell[2023],cell[2032]];131.49543424185407;0.0;0.0;0.0;0.0;0.000007;0.0;0.0;0.0049088727855392;0.00005411659382;0.0;0.0000002166970624;180.180725;1000.0;polygon ([{158.935997,-55.479800999999995,0.0},{155.4244995,-53.0081005,0.0},{157.4544985,-52.0569515,0.0},{160.165001,-52.699901499999996,0.0},{155.9444965,-54.7626515,0.0},{161.100998,-54.358301,0.0},{158.935997,-55.479800999999995,0.0}]);126.232903;0;1.557781;0.0;0.0;0.00000853298996402;0.0;0.0;0.0;180.180725;59.35162;0.219912;-0.548635;-0.806621;-0.0
479;1.0;205.73227413321445;300;239;1;182;59;119;753.648804;0.121965;680.633423;[1,59,119,182,239,300];0.0;0.0;0.963305;177.4313349071492;3393090.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010004;0.000339;-1864.334839;31.570902666666786;480;-8.80644;{-22.057699,-8.80644,0.0};-22.057699;-1.29784;467;468;0.017101;2.00338;479;481;493;494;'cell479';[479,493,494,481,468,467];[cell[466],cell[467],cell[478],cell[480],cell[492],cell[493]];177.4313349071492;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0066165004068384;0.000074540961688;0.0;0.0000003848382068;205.691742;1000.0;polygon ([{-23.547199,-7.95973,0.0},{-20.5493995,-9.63042,0.0},{-20.5014,-7.890035,0.0},{-22.12675,-10.56302,0.0},{-22.012649500000002,-7.04651,0.0},{-23.612848999999997,-9.73427,0.0},{-23.547199,-7.95973,0.0}]);171.193558;0;1.557781;0.0;0.0;0.00000977954582188;0.0;0.0;0.0;205.691742;90.043839;-0.371113;0.91588;-0.153097;-0.129337
