#;S;Ts;a1;a2;a3;a4;a5;a6;airHeatCap;albedo;atm_press;azim;cfc_column;ch4_column;co2_atmpres_share;co2_column;distanceFromPlanetCenter;div_Ts;div_cfc;div_ch4;div_co2;div_nh3;emissivity;frozenCO2;h20_column;h20ice_column;height;height_diff;id_cell;latitude;location;longitude;merid_wind;n1;n2;n2_atmpres_share;n2_column;n3;n4;n5;n6;name;neigh;neighbours;next_step_co2_column;nextstep_cfc_column;nextstep_ch4_column;nextstep_nh3_column;nh3_column;o3_columnpres;pCFC;pCH4;pCO2;pN2;pNH3;ppH2O;prevTs;regolithCO2inv;sh;solarZenithAngle;spec;sunMarsDist;tCFC;tCH4;tCO2;tH2O;tN2;tNH3;temp;thermFluxToSpace;x;y;z;zonal_wind
3621;1.0;206.83772827515097;15;308;70;253;128;195;755.030334;0.116053;656.140686;[15,70,128,195,253,308];0.0;0.0;0.963464;149.8894998477053;3392948.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009959;0.0003;-1359.283691;1736.0659685;3622;-15.2005;{-53.2178,-15.2005,0.0};-53.2178;0.069014;3616;3617;0.017024;1.933611;3621;3623;3628;3629;'cell3621';[3616,3621,3628,3629,3623,3617];[cell[3615],cell[3616],cell[3620],cell[3622],cell[3627],cell[3628]];149.8894998477053;0.0;0.0;0.0;0.0;0.000002;0.0;0.0;0.0064203798541828;0.0000719450246436;0.0;0.0000003817127684;206.797089;1000.0;polygon ([{-52.7749995,-13.5916,0.0},{-53.6649,-16.81315,0.0},{-51.8398,-16.217,0.0},{-55.0452995,-15.754700499999998,0.0},{-51.425349999999995,-14.5749,0.0},{-54.5732,-14.177299999999999,0.0},{-52.7749995,-13.5916,0.0}]);164.7995;0;1.557781;0.0;0.0;0.00000905687690536;0.0;0.0;0.0;206.797089;92.199768;-0.772896;0.577827;-0.262198;1.626371
2611;1.0;185.49347404053404;237;184;125;66;304;12;727.528198;0.275358;637.46167;[12,66,125,184,237,304];0.0;0.0;0.963557;150.39238147637684;3394707.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00971;0.000444;-1074.54126;1445.8068111666664;2612;11.0497;{-137.309006,11.0497,0.0};-137.309006;-1.418334;2590;2591;0.017026;1.872587;2607;2613;2618;2619;'cell2611';[2619,2613,2607,2591,2590,2618];[cell[2589],cell[2590],cell[2606],cell[2612],cell[2617],cell[2618]];150.39238147637684;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.006202119588884;0.0000696744680612;0.0;0.0000003778059704;185.456497;1000.0;polygon ([{-138.7805025,10.112504999999999,0.0},{-136.951004,12.73925,0.0},{-138.6495055,11.94135,0.0},{-135.5930025,11.80645,0.0},{-135.9850005,10.14635,0.0},{-137.42449950000002,9.21095,0.0},{-138.7805025,10.112504999999999,0.0}]);168.950302;0;1.557781;0.0;0.0;0.00000907069293915;0.0;0.0;0.0;185.456497;58.030521;-0.665472;-0.721397;0.19166;-7.975905
3418;1.0;202.4197345939498;89;22;146;328;202;269;749.501892;0.182042;612.181702;[22,89,146,202,269,328];0.0;0.0;0.963794;143.90014916907512;3395123.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009861;0.000333;-646.319275;1413.4426678333332;3419;-6.27114;{-73.432098,-6.27114,0.0};-73.432098;-5.62374;3412;3413;0.016879;1.805669;3418;3420;3426;3427;'cell3418';[3413,3412,3418,3426,3427,3420];[cell[3411],cell[3412],cell[3417],cell[3419],cell[3425],cell[3426]];143.90014916907512;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0060002716703604;0.0000671846098844;0.0;0.0000003792942744;202.380417;1000.0;polygon ([{-71.7803495,-6.245955,0.0},{-75.086048,-6.292335,0.0},{-74.079498,-7.834595,0.0},{-74.4249495,-4.715725,0.0},{-72.38895,-7.798439999999999,0.0},{-72.80685,-4.70449,0.0},{-71.7803495,-6.245955,0.0}]);173.728867;0;1.557781;0.0;0.0;0.00000889034591914;0.0;0.0;0.0;202.380417;84.438538;-0.952747;0.283446;-0.109234;-0.587604
3626;1.0;208.24615223501087;13;306;66;249;126;192;756.778503;0.118995;683.439087;[13,66,126,192,249,306];0.0;0.0;0.963447;162.91048196068613;3392179.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010278;0.000243;-1884.820801;1218.4654491666668;3627;-15.8983;{-46.891899,-15.8983,0.0};-46.891899;1.054408;3620;3621;0.017034;2.015903;3626;3628;3634;3635;'cell3626';[3620,3626,3634,3635,3628,3621];[cell[3619],cell[3620],cell[3625],cell[3627],cell[3633],cell[3634]];162.91048196068613;0.0;0.0;0.0;0.0;0.000002;0.0;0.0;0.006693736166164;0.0000750069124628;0.0;0.0000003914611596;208.205566;1000.0;polygon ([{-46.5073985,-14.23075,0.0},{-47.272299000000004,-17.572400000000002,0.0},{-45.4970495,-16.8611495,0.0},{-48.6768495,-16.5659,0.0},{-45.149398500000004,-15.16355,0.0},{-48.2623995,-14.9238,0.0},{-46.5073985,-14.23075,0.0}]);164.1017;0;1.557781;0.0;0.0;0.00000940682338561;0.0;0.0;0.0;208.205566;94.292717;-0.70214;0.657238;-0.273931;-1.495651
3424;1.0;205.2424334388801;88;22;144;325;202;268;753.043213;0.122984;580.227783;[22,88,144,202,268,325];0.0;0.0;0.963588;139.64432058166778;3395164.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009038;0.000384;-5.367981;1158.9139151666664;3425;-12.4247;{-72.606102,-12.4247,0.0};-72.606102;3.145745;3417;3418;0.016965;1.72489;3424;3426;3433;3434;'cell3424';[3418,3417,3424,3433,3434,3426];[cell[3416],cell[3417],cell[3423],cell[3425],cell[3432],cell[3433]];139.64432058166778;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0057230990120548;0.000064179017164;0.0;0.0000003505700072;205.20192;1000.0;polygon ([{-70.8769495,-12.37045,0.0},{-74.339752,-12.4704,0.0},{-73.2616995,-13.969899999999999,0.0},{-73.66650000000001,-10.911375,0.0},{-71.4858515,-13.90465,0.0},{-71.975952,-10.875219999999999,0.0},{-70.8769495,-12.37045,0.0}]);167.575302;0;1.557781;0.0;0.0;0.00000876970694334;0.0;0.0;0.0;205.20192;86.77346;-0.931923;0.291938;-0.215156;0.153378
2636;1.0;189.14370329856263;192;128;248;70;307;12;732.374146;0.289079;472.182068;[12,70,128,192,248,307];0.0;0.0;0.9636;121.19642476917717;3396484.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006494;0.000435;2177.872314;1144.793274333333;2637;22.605801;{-131.587997,22.605801,0.0};-131.587997;8.422073;2628;2629;0.016998;1.402882;2636;2638;2646;2647;'cell2636';[2647,2638,2629,2628,2636,2646];[cell[2627],cell[2628],cell[2635],cell[2637],cell[2645],cell[2646]];121.19642476917717;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.004647225333202;0.0000521978723032;0.0;0.0000002578114604;189.107117;1000.0;polygon ([{-131.9674985,20.9261505,0.0},{-131.206497,24.2898505,0.0},{-133.067497,23.6299505,0.0},{-129.7244985,23.2171005,0.0},{-133.40249599999999,21.919451000000002,0.0},{-130.1464995,21.566501000000002,0.0},{-131.9674985,20.9261505,0.0}]);157.394196;0;1.557781;0.0;0.0;0.00000822207055398;0.0;0.0;0.0;189.107117;52.012348;-0.69047;-0.612778;0.384389;2.020258
3620;1.0;207.76027640048608;14;307;68;250;126;194;756.1745;0.125964;672.45575;[14,68,126,194,250,307];0.0;0.0;0.963376;161.53335404109066;3392719.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010147;0.000315;-1682.852295;1135.0815989999999;3621;-13.9493;{-49.6329,-13.9493,0.0};-49.6329;-0.700959;3615;3616;0.017067;1.98686;3620;3622;3627;3628;'cell3620';[3615,3620,3627,3628,3622,3616];[cell[3614],cell[3615],cell[3619],cell[3621],cell[3626],cell[3627]];161.53335404109066;0.0;0.0;0.0;0.0;0.000002;0.0;0.0;0.0065918155083172;0.000073926292136;0.0;0.0000003892659112;207.719818;1000.0;polygon ([{-49.217149500000005,-12.312999999999999,0.0},{-50.047349999999994,-15.5914,0.0},{-48.2623995,-14.9238,0.0},{-51.425349999999995,-14.5749,0.0},{-47.877899,-13.25625,0.0},{-50.982549500000005,-12.966,0.0},{-49.217149500000005,-12.312999999999999,0.0}]);166.050705;0;1.557781;0.0;0.0;0.00000937055079954;0.0;0.0;0.0;207.719818;92.879364;-0.739441;0.628582;-0.241064;0.913885
1511;1.0;199.9022945532789;287;229;347;167;48;104;746.316711;0.192861;996.962402;[48,104,167,229,287,347];0.0;0.0;0.964171;241.594480333391;3384711.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016465;0.000896;-5835.804199;1082.7735593333334;1512;-33.7556;{54.8111,-33.7556,0.0};54.8111;-3.080999;1497;1498;0.016712;2.918989;1511;1513;1527;1528;'cell1511';[1527,1528,1513,1498,1497,1511];[cell[1496],cell[1497],cell[1510],cell[1512],cell[1526],cell[1527]];241.594480333391;0.0;0.0;0.0;0.0;0.000009;0.0;0.0;0.00978502766334;0.0001086085751164;0.0;0.0000006459611436;199.86322;1000.0;polygon ([{52.7759,-33.241600000000005,0.0},{56.896799,-34.175501,0.0},{56.368349,-32.5593005,0.0},{55.2949505,-35.410101,0.0},{54.3497505,-32.100300000000004,0.0},{53.184601,-34.9319495,0.0},{52.7759,-33.241600000000005,0.0}]);146.2444;0;1.557781;0.0;0.0;0.00001125454351137;0.0;0.0;0.0;199.86322;84.067192;0.679479;0.479123;-0.555652;4.364302
3831;1.0;190.28737717776679;311;244;7;189;62;128;733.8797;0.126729;551.232605;[7,62,128,189,244,311];0.0;0.0;0.964299;131.19618188589195;3388582.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006301;0.000302;617.481873;1047.760314333333;3832;-41.0896;{-158.686996,-41.0896,0.0};-158.686996;-0.137859;3826;3827;0.016662;1.595945;3831;3833;3838;3839;'cell3831';[3831,3838,3839,3833,3827,3826];[cell[3825],cell[3826],cell[3830],cell[3832],cell[3837],cell[3838]];131.19618188589195;0.0;0.0;0.0;0.0;0.000003;0.0;0.0;0.0053650882662144;0.000059381283182;0.0;0.0000002456817828;190.246933;1000.0;polygon ([{-160.315498,-40.0175995,0.0},{-156.9449995,-42.1088505,0.0},{-156.6999965,-40.290899499999995,0.0},{-159.08000149999998,-42.9021495,0.0},{-158.38800049999998,-39.267799499999995,0.0},{-160.7535015,-41.8309005,0.0},{-160.315498,-40.0175995,0.0}]);138.9104;0;1.557781;0.0;0.0;0.00000852414686509;0.0;0.0;0.0;190.246933;69.209824;-0.273931;-0.70214;-0.657238;-0.926094
2643;1.0;182.76104732912566;188;124;241;64;303;7;723.862427;0.308583;655.156006;[7,64,124,188,241,303];0.0;0.0;0.963674;161.57866687451934;3392395.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008781;0.000249;-1521.966309;1043.9716291666668;2644;21.581301;{-141.649994,21.581301,0.0};-141.649994;3.334222;2634;2635;0.016976;1.926345;2643;2645;2654;2655;'cell2643';[2655,2645,2635,2634,2643,2654];[cell[2633],cell[2634],cell[2642],cell[2644],cell[2653],cell[2654]];161.57866687451934;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0063822962384484;0.000071674674222;0.0;0.000000335984628;182.725037;1000.0;polygon ([{-141.9054945,19.829200999999998,0.0},{-141.4109955,23.3402005,0.0},{-143.13800049999998,22.4909505,0.0},{-139.903496,22.383850000000002,0.0},{-143.3379975,20.715300499999998,0.0},{-140.196495,20.650801,0.0},{-141.9054945,19.829200999999998,0.0}]);158.418701;0;1.557781;0.0;0.0;0.00000937174698296;0.0;0.0;0.0;182.725037;56.360691;-0.576964;-0.72926;0.367821;-7.107562
2646;1.0;172.6896253920266;192;129;249;71;308;11;710.026917;0.289318;628.971497;[11,71,129,192,249,308];0.0;0.0;0.963643;151.49266790297065;3392309.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008418;0.000352;-917.802246;1035.8811188333334;2647;25.9739;{-130.824997,25.9739,0.0};-130.824997;6.125688;2637;2638;0.016998;1.850942;2646;2648;2657;2658;'cell2646';[2658,2648,2638,2637,2646,2657];[cell[2636],cell[2637],cell[2645],cell[2647],cell[2656],cell[2657]];151.49266790297065;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0061338195695668;0.0000688691095592;0.0;0.000000326310652;172.653046;1000.0;polygon ([{-131.206497,24.2898505,0.0},{-130.437996,27.661250000000003,0.0},{-132.35250100000002,27.029249999999998,0.0},{-128.911999,26.5544995,0.0},{-132.685997,25.314,0.0},{-129.3429985,24.90115,0.0},{-131.206497,24.2898505,0.0}]);154.026108;0;1.557781;0.0;0.0;0.00000910083437531;0.0;0.0;0.0;172.653046;49.305565;-0.680275;-0.58772;0.437962;-1.744606
3609;1.0;207.2973980669627;2;56;305;249;125;194;755.596863;0.135052;632.557312;[2,56,125,194,249,305];0.0;0.0;0.963238;151.7844554892956;3394253.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009266;0.000386;-925.91156;1035.8085683333334;3610;-7.41713;{-47.960602,-7.41713,0.0};-47.960602;-1.020494;402;407;0.017131;1.860933;3607;3611;3614;3615;'cell3609';[402,407,3614,3615,3611,3607];[cell[401],cell[406],cell[3606],cell[3610],cell[3613],cell[3614]];151.7844554892956;0.0;0.0;0.0;0.0;0.000002;0.0;0.0;0.0061504550131116;0.0000692408506908;0.0;0.0000003591277552;207.257111;1000.0;polygon ([{-47.884451,-5.56358,0.0},{-48.3810005,-9.046915,0.0},{-46.649950000000004,-8.330065000000001,0.0},{-49.704601499999995,-8.09558,0.0},{-49.2603515,-6.496585,0.0},{-46.552952000000005,-6.483090000000001,0.0},{-47.884451,-5.56358,0.0}]);172.58287;0;1.557781;0.0;0.0;0.00000910880762765;0.0;0.0;0.0;207.257111;91.476883;-0.73647;0.664039;-0.129092;0.672399
3425;1.0;204.6336854500946;89;22;145;327;203;269;752.283569;0.147572;603.454468;[22,89,145,203,269,327];0.0;0.0;0.963678;146.8885344668373;3395095.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009581;0.000379;-464.278015;1015.6613463333333;3426;-9.39805;{-74.726898,-9.39805,0.0};-74.726898;-0.192892;3418;3419;0.016925;1.789654;3425;3427;3434;3435;'cell3425';[3419,3418,3425,3434,3435,3427];[cell[3417],cell[3418],cell[3424],cell[3426],cell[3433],cell[3434]];146.8885344668373;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0059411417989316;0.0000665887301704;0.0;0.000000370587696;204.593643;1000.0;polygon ([{-73.03635,-9.361895,0.0},{-76.4205475,-9.427724999999999,0.0},{-75.40015,-10.957075,0.0},{-75.73344800000001,-7.85579,0.0},{-73.66650000000001,-10.911375,0.0},{-74.079498,-7.834595,0.0},{-73.03635,-9.361895,0.0}]);170.601944;0;1.557781;0.0;0.0;0.00000897389904718;0.0;0.0;0.0;204.593643;86.430481;-0.951733;0.259884;-0.163292;0.836569
2607;1.0;178.38731631948679;194;126;247;69;306;14;717.915894;0.281932;577.11792;[14,69,126,194,247,306];0.0;0.0;0.963572;139.75716459010977;3396252.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008728;0.000571;164.241486;983.2071096666666;2608;10.6767;{-131.199005,10.6767,0.0};-131.199005;-2.345325;2603;2604;0.017026;1.695892;2607;2609;2613;2614;'cell2607';[2614,2609,2604,2603,2607,2613];[cell[2602],cell[2603],cell[2606],cell[2608],cell[2612],cell[2613]];139.75716459010977;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0056156746804312;0.0000631000711792;0.0;0.0000003459934724;178.350525;1000.0;polygon ([{-131.61900300000002,9.046915,0.0},{-130.7830045,12.312999999999999,0.0},{-132.538002,11.61995,0.0},{-129.433502,11.329699999999999,0.0},{-132.93,9.95985,0.0},{-129.875,9.725365,0.0},{-131.61900300000002,9.046915,0.0}]);169.323303;0;1.557781;0.0;0.0;0.00000877293136298;0.0;0.0;0.0;178.350525;52.473377;-0.739405;-0.647268;0.185266;-7.728682
3417;1.0;204.5958519825135;89;21;144;326;202;269;752.23645;0.150193;623.659912;[21,89,144,202,269,326];0.0;0.0;0.963694;151.8375464841588;3394596.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009872;0.00036;-849.179138;971.1791024999999;3418;-9.32574;{-71.345802,-9.32574,0.0};-71.345802;-1.482511;3411;3412;0.01692;1.836579;3417;3419;3425;3426;'cell3417';[3412,3411,3417,3425,3426,3419];[cell[3410],cell[3411],cell[3416],cell[3418],cell[3424],cell[3425]];151.8375464841588;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0060982521921976;0.0000683346968004;0.0;0.0000003807081632;204.555862;1000.0;polygon ([{-69.6587525,-9.283760000000001,0.0},{-73.03635,-9.361895,0.0},{-71.975952,-10.875219999999999,0.0},{-72.38895,-7.798439999999999,0.0},{-70.24679950000001,-10.820969999999999,0.0},{-70.7372015,-7.773255,0.0},{-69.6587525,-9.283760000000001,0.0}]);170.674255;0;1.557781;0.0;0.0;0.00000911025746923;0.0;0.0;0.0;204.555862;87.069031;-0.934943;0.315629;-0.162047;-1.597103
1486;1.0;196.47922134149093;290;229;351;171;48;106;741.93219;0.19523;954.499512;[48,106,171,229,290,351];0.0;0.0;0.963996;232.10544303618556;3381817.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012287;0.002355;-5237.254395;964.3707686666664;1487;-45.294899;{49.582298,-45.294899,0.0};49.582298;2.951896;1474;1475;0.016802;2.799397;1486;1488;1500;1501;'cell1486';[1500,1501,1488,1475,1474,1486];[cell[1473],cell[1474],cell[1485],cell[1487],cell[1499],cell[1500]];232.10544303618556;0.0;0.0;0.0;0.0;0.000016;0.0;0.0;0.009392779190924;0.0001041588438172;0.0;0.0000005447936792;196.440201;1000.0;polygon ([{47.3302495,-44.7199995,0.0},{51.9221,-45.76565,0.0},{51.4446485,-44.0800495,0.0},{49.9650495,-47.013399,0.0},{49.216999,-43.574098500000005,0.0},{47.5892485,-46.468649,0.0},{47.3302495,-44.7199995,0.0}]);134.705109;0;1.557781;0.0;0.0;0.00001105117302874;0.0;0.0;0.0;196.440201;76.630386;0.535569;0.45609;-0.710737;3.092569
3768;1.0;193.2027225092124;9;315;72;256;132;189;737.700073;0.160014;751.769409;[9,72,132,189,256,315];0.0;0.0;0.964885;180.06488173524497;3382174.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007926;0.003257;-2491.779297;959.1471455000001;3769;-52.162201;{-51.159401,-52.162201,0.0};-51.159401;2.784486;3751;3752;0.016379;2.138058;3768;3770;3787;3788;'cell3768';[3751,3768,3787,3788,3770,3752];[cell[3750],cell[3751],cell[3767],cell[3769],cell[3786],cell[3787]];180.06488173524497;0.0;0.0;0.0;0.0;0.000016;0.0;0.0;0.007327308295192;0.0000795520068408;0.0;0.0000004160925908;193.162933;1000.0;polygon ([{-50.753601,-50.447050000000004,0.0},{-53.225401000000005,-50.880951,0.0},{-48.6365015,-51.6485995,0.0},{-53.7879505,-52.5574,0.0},{-48.8954505,-53.391701,0.0},{-51.5954,-53.87310050000001,0.0},{-50.753601,-50.447050000000004,0.0}]);127.837799;0;1.557781;0.0;0.0;0.00000984534035449;0.0;0.0;0.0;193.162933;69.739471;-0.477796;0.384716;-0.78975;1.12653
3328;1.0;179.28962427093919;145;88;202;23;268;323;719.151123;0.310174;449.483368;[23,88,145,202,268,323];0.0;0.0;0.96356;110.2251182363918;3398745.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006354;0.000608;2905.58252;943.3042801666663;3329;15.5151;{-106.083,15.5151,0.0};-106.083;7.004383;3313;3314;0.017027;1.322113;3328;3330;3345;3346;'cell3328';[3330,3314,3313,3328,3345,3346];[cell[3312],cell[3313],cell[3327],cell[3329],cell[3344],cell[3345]];110.2251182363918;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.004377278614062;0.0000491926516588;0.0;0.0000002590393112;179.253662;1000.0;polygon ([{-105.005001,14.0156,0.0},{-107.2249985,16.9799495,0.0},{-107.8585015,15.449850000000001,0.0},{-105.397499,17.054650000000002,0.0},{-106.73849849999999,13.969899999999999,0.0},{-104.30149850000001,15.568750000000001,0.0},{-105.005001,14.0156,0.0}]);164.484894;0;1.557781;0.0;0.0;0.00000787457051249;0.0;0.0;0.0;179.253662;49.40741;-0.925849;-0.26693;0.267492;-3.199384
3625;1.0;208.091779348148;12;305;64;246;125;191;756.584229;0.126505;674.997253;[12,64,125,191,246,305];0.0;0.0;0.963324;165.00395602346728;3392498.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.000244;-1750.36499;886.37708;3626;-14.4288;{-43.406898,-14.4288,0.0};-43.406898;0.880253;3619;3620;0.017093;1.9913;3625;3627;3633;3634;'cell3625';[3619,3625,3633,3634,3627,3620];[cell[3618],cell[3619],cell[3624],cell[3626],cell[3632],cell[3633]];165.00395602346728;0.0;0.0;0.0;0.0;0.000002;0.0;0.0;0.0066006802562248;0.00007409149388;0.0;0.0000003811546544;208.051331;1000.0;polygon ([{-43.048849000000004,-12.73925,0.0},{-43.754549,-16.1263995,0.0},{-42.027148999999994,-15.3486495,0.0},{-45.149398500000004,-15.16355,0.0},{-41.708349,-13.6309,0.0},{-44.764898,-13.496,0.0},{-43.048849000000004,-12.73925,0.0}]);165.571198;0;1.557781;0.0;0.0;0.00000946164542885;0.0;0.0;0.0;208.051331;93.584488;-0.6655;0.703577;-0.249177;-2.672364
3416;1.0;205.31770010206336;88;21;142;324;201;268;753.138428;0.141716;560.574158;[21,88,142,201,268,324];0.0;0.0;0.963613;138.80167904503242;3395469.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008721;0.000387;384.009125;810.0075986666667;3417;-12.3162;{-69.147797,-12.3162,0.0};-69.147797;1.79343;3410;3411;0.016954;1.66127;3416;3418;3424;3425;'cell3416';[3411,3410,3416,3424,3425,3418];[cell[3409],cell[3410],cell[3415],cell[3417],cell[3423],cell[3424]];138.80167904503242;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.0055140112015156;0.000061811869652;0.0;0.0000003388868208;205.277542;1000.0;polygon ([{-67.423649,-12.2544,0.0},{-70.8769495,-12.37045,0.0},{-69.756699,-13.8504,0.0},{-70.24679950000001,-10.820969999999999,0.0},{-67.986847,-13.774650000000001,0.0},{-68.55975000000001,-10.77899,0.0},{-67.423649,-12.2544,0.0}]);167.683807;0;1.557781;0.0;0.0;0.00000874558417606;0.0;0.0;0.0;205.277542;86.618713;-0.912995;0.347766;-0.213306;-2.732203
3344;1.0;174.09390552850016;144;88;201;22;267;322;711.988098;0.311486;470.308197;[22,88,144,201,267,322];0.0;0.0;0.963572;116.21795968073434;3398254.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006649;0.000594;2430.681885;809.3313799999999;3345;15.3846;{-109.634003,15.3846,0.0};-109.634003;5.679191;3328;3329;0.017027;1.38188;3344;3346;3362;3363;'cell3344';[3346,3329,3328,3344,3362,3363];[cell[3327],cell[3328],cell[3343],cell[3345],cell[3361],cell[3362]];116.21795968073434;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.004574654141858;0.000051416438288;0.0;0.0000002694946468;174.057983;1000.0;polygon ([{-108.51400000000001,13.90465,0.0},{-110.821003,16.8260995,0.0},{-111.4040035,15.30885,0.0},{-109.0005,16.9146995,0.0},{-110.243,13.8504,0.0},{-107.8585015,15.449850000000001,0.0},{-108.51400000000001,13.90465,0.0}]);164.615402;0;1.557781;0.0;0.0;0.00000806660594049;0.0;0.0;0.0;174.057983;48.18111;-0.908106;-0.323977;0.265296;-3.337107
1579;1.0;199.74483671403135;42;95;277;223;339;159;746.118896;0.147258;966.661865;[42,95,159,223,277,339];0.0;0.0;0.964381;238.56884158033247;3386087.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016371;0.000235;-5567.202637;796.5387778333336;1580;-30.0;{69.094803,-30.0,0.0};69.094803;-3.516953;1254;1264;0.016611;2.795735;1561;1562;1579;1581;'cell1579';[1254,1264,1581,1562,1561,1579];[cell[1253],cell[1263],cell[1560],cell[1561],cell[1578],cell[1580]];238.56884158033247;0.0;0.0;0.0;0.0;0.000005;0.0;0.0;0.0094032540233064;0.000104022589586;0.0;0.0000006178694056;199.704788;1000.0;polygon ([{70.45545200000001,-28.657400000000003,0.0},{69.7689515,-31.47805,0.0},{68.459801,-28.5155,0.0},{67.6593515,-31.3130495,0.0},{67.03975299999999,-29.78395,0.0},{71.16515,-30.1517495,0.0},{70.45545200000001,-28.657400000000003,0.0}]);150.0;0;1.557781;0.0;0.0;0.00001119017792881;0.0;0.0;0.0;199.704788;85.42028;0.809017;0.309017;-0.5;0.467056
3342;1.0;178.75934668497405;145;89;200;21;268;323;718.42627;0.310821;437.703796;[21,89,145,200,268,323];0.0;0.0;0.963559;108.27558987150842;3399933.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006196;0.000813;3286.187988;786.6125899999997;3343;9.24178;{-112.028,9.24178,0.0};-112.028;5.61851;3326;3327;0.017029;1.294407;3342;3344;3360;3361;'cell3342';[3344,3327,3326,3342,3360,3361];[cell[3325],cell[3326],cell[3341],cell[3343],cell[3359],cell[3360]];108.27558987150842;0.0;0.0;0.0;0.0;0.000001;0.0;0.0;0.004285718710096;0.0000481617778932;0.0;0.0000002607880684;178.723404;1000.0;polygon ([{-110.949501,7.731275,0.0},{-113.16400150000001,10.71719,0.0},{-113.7114985,9.194755,0.0},{-111.4399985,10.77899,0.0},{-112.598999,7.7025500000000005,0.0},{-110.34099950000001,9.283760000000001,0.0},{-110.949501,7.731275,0.0}]);170.758224;0;1.557781;0.0;0.0;0.00000781087781837;0.0;0.0;0.0;178.723404;48.12545;-0.914966;-0.370196;0.160601;-5.751707
3732;1.0;194.6538639688212;6;310;67;250;128;186;739.585876;0.147245;752.010071;[6,67,128,186,250,310];0.0;0.0;0.964949;183.84546849007702;3384524.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009669;0.001809;-2516.489014;779.0510868333333;3733;-44.1451;{-45.078201,-44.1451,0.0};-45.078201;-0.97579;3717;3718;0.016348;2.157906;3732;3734;3749;3750;'cell3732';[3717,3732,3749,3750,3734,3718];[cell[3716],cell[3717],cell[3731],cell[3733],cell[3748],cell[3749]];183.84546849007702;0.0;0.0;0.0;0.0;0.000011;0.0;0.0;0.0073369661603012;0.0000802905032856;0.0;0.0000004270688328;194.613815;1000.0;polygon ([{-44.8181515,-42.3951,0.0},{-46.9649505,-42.999199000000004,0.0},{-42.9242515,-43.474050500000004,0.0},{-47.3302495,-44.7199995,0.0},{-43.070550999999995,-45.2467005,0.0},{-45.337199999999996,-45.8937495,0.0},{-44.8181515,-42.3951,0.0}]);135.854904;0;1.557781;0.0;0.0;0.00000993888156798;0.0;0.0;0.0;194.613815;74.852402;-0.508097;0.506711;-0.696478;1.697755
