n.id_cell,n.co2_column,n.Ts,n.insol,n.energy
3090,0.0,191.07273258398357,119.91626958382666,28.89470701595563
3090,0.0,191.24712093269628,119.91626958382666,28.622021481618344
3090,0.0,191.4255390420056,121.05802708635342,29.283418273396624
3090,0.0,191.60226936610403,121.05802708635342,29.006405359867134
3090,0.0,191.78297535572878,122.19414128514607,29.658923632664134
3090,0.0,191.96196749127247,122.19414128514607,29.377632086029283
3090,0.0,192.14487893498347,123.32438415793844,30.020900534784676
3090,0.0,192.3260469338095,123.32438415793844,29.73475230689016
3090,0.0,192.5110763017798,124.44853964739785,30.368511336162847
3090,0.0,192.6943348402735,124.44853964739785,30.077868528348166
3090,0.0,192.8813965112986,125.56640347109754,30.702069295277695
3090,0.0,193.06666338835706,125.56640347109754,30.40749324219827
3090,0.0,193.25567573990318,126.67778290652357,31.022230706231756
3090,0.0,193.44825402022113,127.78249655206109,31.607499680117506
3090,0.0,193.63897554696848,127.78249655206109,31.302754317391663
3090,0.0,193.8333168215022,128.88037406494863,31.896856501763523
3090,0.0,194.02577787806587,128.88037406494863,31.588259972663533
3090,0.0,194.2236583139844,129.97125587722826,32.477732196334195
3090,0.0,194.41384461919108,129.97125587722826,31.214909443877865
3090,0.0,194.61164307466078,131.05499289075564,32.46427690425021
3090,0.0,194.80936420258968,131.05499289075564,32.45158528494283
3090,0.0,195.00847931722453,132.13144615236598,32.68037761962176
3090,0.0,195.20564241419342,132.13144615236598,32.35999674566993
3090,0.0,195.40619017601358,133.20048651032315,32.91551522380003
3090,0.0,195.60271884391477,133.20048651032315,32.255869133140926
3090,0.0,195.80478174205837,134.26199425320323,33.1641916102534
3090,0.0,196.0099762647463,135.31585873238967,33.67817907353652
3090,0.0,196.21313198891318,135.31585873238967,33.34355502612523
3090,0.0,196.41946826247369,136.3619779693748,33.86557243004024
3090,0.0,196.62374619584165,136.3619779693748,33.52774104599605
3090,0.0,196.8311481354111,137.40025824908255,34.04047812543753
3090,0.0,197.036470902546,137.40025824908255,33.69922758590773
3090,0.0,197.2448560362185,138.4306137004407,34.20184786685204
3090,0.0,197.45114180829935,138.4306137004407,33.85728372012669
3090,0.0,197.66043013956303,139.45296586544438,34.350087935917024
3090,0.0,197.86759956084936,139.45296586544438,34.00231535054984
3090,0.0,198.07771229210323,140.46724325796075,34.48539510754322
3090,0.0,198.28568780277237,140.46724325796075,34.13461723769747
3090,0.0,198.49655425803158,141.4733809135354,34.60910236683464
3090,0.0,198.71012958968865,142.4713199314641,35.05370499667452
3090,0.0,198.92152305479598,142.4713199314641,34.695599471174695
3090,0.0,199.13567068312827,143.4610070103973,35.14763494011594
3090,0.0,199.3476201429602,143.4610070103973,34.78685380707816
3090,0.0,199.56226864752168,144.44239397874853,35.22984278426148
3090,0.0,199.77471640897892,144.44239397874853,34.868639086479156
3090,0.0,199.98980300388715,145.41543732117478,35.301745703282975
3090,0.0,200.202654938826,145.41543732117478,34.934975296198566
3090,0.0,200.41808417386721,146.38009770239645,35.35798256382427
3090,0.0,200.63126250044883,146.38009770239645,34.98854532355491
3090,0.0,200.84696534202163,147.336339489621,35.40288907324532
3090,0.0,201.06040408928826,147.336339489621,35.03128766554961
3090,0.0,201.2763107570559,148.28413027482853,35.43634267132575
3090,0.0,201.49451449387033,149.22344039817096,35.81335615924697
3090,0.0,201.71040931527307,149.22344039817096,35.434398350424225
3090,0.0,201.92864427634328,150.1542424737288,35.81848093579701
3090,0.0,202.14455724886204,150.1542424737288,35.437377457899196
3090,0.0,202.36481569359975,151.07651091885865,36.15059138598928
3090,0.0,202.5805766100134,151.07651091885865,35.41242078424708
3090,0.0,202.7985335613762,151.99022148835562,35.77285174166822
3090,0.0,203.01415704636426,151.99022148835562,35.38986443088946
3090,0.0,203.2319708702847,152.89535081463953,35.74936051211903
3090,0.0,203.44744036496863,152.89535081463953,35.36459030090797
3090,0.0,203.6650444491596,153.79187595516245,35.71493633707317
3090,0.0,203.88029189365747,153.79187595516245,35.32814563449053
3090,0.0,204.0976191887496,154.6797739482181,35.6695074790571
3090,0.0,204.3168642848465,155.55902137831723,35.984272438767746
3090,0.0,204.53371219164814,155.55902137831723,35.59082640862289
3090,0.0,204.75251410825098,156.42959395227442,35.911534247869376
3090,0.0,204.96891238174985,156.42959395227442,35.517028966617495
3090,0.0,205.18721345041237,157.29146608713134,35.82933104672286
3090,0.0,205.40310250872028,157.29146608713134,35.43345246484977
3090,0.0,205.62084450907378,158.14461051101944,35.73757224936389
3090,0.0,205.83616669244537,158.14461051101944,35.340412380897554
3090,0.0,206.05329081248533,158.98899787804038,35.63616075176306
3090,0.0,206.26798821659884,158.98899787804038,35.23786857290586
3090,0.0,206.4844369333414,159.82459639821766,35.525308118381865
3090,0.0,206.6984529307292,159.82459639821766,35.12603060846861
3090,0.0,206.91416945518972,160.65137148354165,35.40513481907281
3090,0.0,207.13145355807313,161.4692854111017,35.66241842560647
3090,0.0,207.3462750828991,161.4692854111017,35.258240264731654
3090,0.0,207.56268194688198,162.27829700426352,35.51843890609577
3090,0.0,207.77662346385998,162.27829700426352,35.11380628324983
3090,0.0,207.99210426626698,163.07836133281344,35.366446215567024
3090,0.0,208.20512009819583,163.07836133281344,34.96187539132262
3090,0.0,208.41962726081476,163.86942943295153,35.206644605333935
3090,0.0,208.6275114761375,163.86942943295153,34.11963310954014
3090,0.0,208.84133773927172,164.65144804797094,35.09488989338676
3090,0.0,209.05261892193843,164.65144804797094,34.67717077194433
3090,0.0,209.26527854025525,165.424359390415,34.903410741988175
3090,0.0,209.47544627644916,165.424359390415,34.494422961677955
3090,0.0,209.68695006486143,166.18810092645148,34.71370662126483
3090,0.0,209.89964733274874,166.94260518314795,34.90959009297845
3090,0.0,210.10984025047145,166.94260518314795,34.498555957163774
3090,0.0,210.32126046300309,167.68779957927342,34.69998947405216
3090,0.0,210.53017854818108,167.68779957927342,34.28932016389443
3090,0.0,210.74027844409486,168.42360628018568,34.48328846806083
3090,0.0,210.947880121367,168.42360628018568,34.07326068722843
3090,0.0,211.15662163201927,169.1499420772956,34.26033932941797
3090,0.0,211.3628684021263,169.1499420772956,33.85088240179948
3090,0.0,211.57021118751985,169.86671829252495,34.03076926526286
3090,0.0,211.77506244831298,169.86671829252495,33.62184016442724
3090,0.0,211.9809639062527,170.57384070809528,33.79420698544444
3090,0.0,212.1843785176266,170.57384070809528,33.386045681355654
3090,0.0,212.38880266569117,171.27120952190026,33.551738980589654
3090,0.0,212.59410074294658,171.95871932862494,33.69517528386749
3090,0.0,212.7969044593424,171.95871932862494,33.28578067331548
3090,0.0,213.00061187666392,172.63625912668002,33.43410335369886
3090,0.0,213.20183406805296,172.63625912668002,33.02620804101777
3090,0.0,213.40391688592527,173.30371235091965,33.16746099669665
3090,0.0,213.60352224227907,173.30371235091965,32.76084004222151
3090,0.0,213.8039453971554,173.9609569310052,32.895063727761425
3090,0.0,214.00189823583398,173.9609569310052,32.48961552092894
3090,0.0,214.20062361103172,174.60786537517072,32.61641044162963
3090,0.0,214.39692475750573,174.60786537517072,32.21852648252913
3090,0.0,214.593951895282,175.2443048790277,32.33768202705069
3090,0.0,214.78852428286072,175.2443048790277,31.93478863764049
3090,0.0,214.98561225197327,175.87013745893512,32.347666156303646
3090,0.0,215.1813238921361,176.48522010933308,32.12177195491343
3090,0.0,215.37454835732842,176.48522010933308,31.713556750394496
3090,0.0,215.56836253026086,177.08940498332242,31.810344338160014
3090,0.0,215.7615748269019,177.08940498332242,31.711559549673435
3090,0.0,215.95340674121476,177.68253959564137,31.485000075138863
3090,0.0,216.14278864478285,177.68253959564137,31.082884562918146
3090,0.0,216.33268556411582,178.26446704706828,31.16741310163567
3090,0.0,216.516512114238,178.26446704706828,30.17109517537842
3090,0.0,216.70479521957563,178.83502626915404,30.902540940260675
3090,0.0,216.89062860060176,178.83502626915404,30.500472439783096
3090,0.0,217.07686789194264,179.3940522880589,30.56709371256098
3090,0.0,217.2571272155084,179.3940522880589,29.585613198625264
3090,0.0,217.44165206414158,179.94137650615428,30.285705555773855
3090,0.0,217.62635221585606,180.47682699992356,30.314477710543336
3090,0.0,217.80865805816848,180.47682699992356,29.921504351681698
3090,0.0,217.9911993374718,181.00022883259044,29.960146168417907
3090,0.0,218.1713633150112,181.00022883259044,29.56996424021972
3090,0.0,218.351719514126,181.5114043797922,29.60151319461369
3090,0.0,218.5297190959023,181.5114043797922,29.21472616105616
3090,0.0,218.70787311611315,182.01017366651914,29.240073841815118
3090,0.0,218.883693591922,182.01017366651914,28.857073724572675
3090,0.0,219.0596253100772,182.49635471345331,28.87533171514662
3090,0.0,219.23324345360257,182.49635471345331,28.495609197884846
3090,0.0,219.4069296505754,182.9697638907602,28.506778678236987
3090,0.0,219.5783233938865,182.9697638907602,28.13052270451315
3090,0.0,219.74643449372667,183.430216277324,27.591748797679433
3090,0.0,219.91804654315743,183.87752602336423,28.16635286456961
3090,0.0,220.08732665871827,183.87752602336423,27.783617080836308
3090,0.0,220.2532444339399,184.31150671433565,27.23176268157019
3090,0.0,220.41864602796576,184.31150671433565,27.1470428629437
3090,0.0,220.58578524523332,184.73197173399345,27.43223559581892
3090,0.0,220.7506590969479,184.73197173399345,27.06042554084703
3090,0.0,220.91532059219543,185.13873462450306,27.025571885734557
3090,0.0,221.07774978293537,185.13873462450306,26.65918807602982
3090,0.0,221.23993041867695,185.53160944148723,26.61839322617115
3090,0.0,221.39990932759343,185.53160944148723,26.257028072193815
3090,0.0,221.55959850951132,185.910411101939,26.209475741786445
3090,0.0,221.71711420406376,185.910411101939,25.852745475555064
