n.id_cell,n.co2_column,n.Ts,n.insol,n.energy
1788,0.0,209.39053065573896,9.847438349364905,-86.03195949302904
1788,0.0,208.86111438790502,9.847438349364905,-84.78061423713952
1788,0.0,208.32898178090804,7.855470244009976,-85.21612112107093
1788,0.0,207.80433953551608,7.855470244009976,-84.01710950954401
1788,0.0,207.27781468186964,6.05010318685489,-84.319091001365
1788,0.0,206.75862462640853,6.05010318685489,-83.14496244611298
1788,0.0,206.23836170169,4.434863538587881,-83.31725726687057
1788,0.0,205.72523461844975,4.434863538587881,-82.17496166853837
1788,0.0,205.21183326934568,3.0173442754884143,-82.21934996371732
1788,0.0,204.70532847340888,3.0173442754884143,-81.1153471897358
1788,0.0,204.1993861718764,1.811277647510517,-81.02571522472141
1788,0.0,203.70006556241458,1.811277647510517,-79.9657032331694
1788,0.0,203.20223540047124,0.8416925977059345,-79.72744347114643
1788,0.0,202.70731484025794,0.1606961115491289,-79.26189817516475
1788,0.0,202.2184636444889,0.1606961115491289,-78.29030254851494
1788,0.0,201.73465525792915,0.0,-77.48309776162552
1788,0.0,201.25644337925786,0.0,-76.58720373248495
1788,0.0,200.7836362488132,0.0,-75.72200747293181
1788,0.0,200.315986794135,0.0,-74.89636825239592
1788,0.0,199.85335960275987,0.0,-74.09240385548908
1788,0.0,199.3955430073776,0.0,-73.32232748681938
1788,0.0,198.94243081817427,0.0,-72.56924681506423
1788,0.0,198.49383446965518,0.0,-71.84635537904329
1788,0.0,198.04966631176015,0.0,-71.13749126122096
1788,0.0,197.60976636011893,0.0,-70.45423984687991
1788,0.0,197.17406234683486,0.0,-69.78255293048406
1788,0.0,196.74241039281614,0.0,-69.1339001442719
1788,0.0,196.31467716521325,0.0,-68.50659283395757
1788,0.0,195.89081878888572,0.0,-67.88630363196106
1788,0.0,195.4707511401037,0.0,-67.27947910709932
1788,0.0,195.05444151648368,0.0,-66.67788370303053
1788,0.0,194.64181437258742,0.0,-66.08837955727518
1788,0.0,194.2328347127312,0.0,-65.50447226742142
1788,0.0,193.82742801670003,0.0,-64.93249251444563
1788,0.0,193.42555477760413,0.0,-64.36683258180723
1788,0.0,193.0271344486228,0.0,-63.814065926435426
1788,0.0,192.6321263707888,0.0,-63.26780404257399
1788,0.0,192.2404558604937,0.0,-62.73349680640934
1788,0.0,191.85207729718093,0.0,-62.20648944387132
1788,0.0,191.46709364485463,0.0,-61.662983292233335
1788,0.0,191.0854120658306,0.0,-61.13434000260978
1788,0.0,190.70680529609592,0.0,-60.64209114321637
1788,0.0,190.33138256657222,0.0,-60.13234005975008
1788,0.0,189.959086893614,0.0,-59.63170971094977
1788,0.0,189.5896625398168,0.0,-59.17203539893897
1788,0.0,189.22325684930584,0.0,-58.688754407732276
1788,0.0,188.85977784600703,0.0,-58.22019962114762
1788,0.0,188.499016114814,0.0,-57.78518214051208
1788,0.0,188.14108985505234,0.0,-57.331226427148984
1788,0.0,187.78595115965607,0.0,-56.88493871078901
1788,0.0,187.43352777227437,0.0,-56.45021935214934
1788,0.0,187.08377331654862,0.0,-56.022923148199986
1788,0.0,186.73662663169821,0.0,-55.605418394984824
1788,0.0,186.39202217308681,0.0,-55.19840746763453
1788,0.0,186.0499171990707,0.0,-54.79823796984204
1788,0.0,185.7102573142034,0.0,-54.40677674584098
1788,0.0,185.3730103920043,0.0,-54.020456890041714
1788,0.0,185.03811552660449,0.0,-53.64388843559959
1788,0.0,184.7055427245785,0.0,-53.27211993025483
1788,0.0,184.37523353054848,0.0,-52.90971058341782
1788,0.0,184.04715075580103,0.0,-52.55325398948188
1788,0.0,183.72124867172823,0.0,-52.204118212191126
